GeneID:100487253,c8h14orf132,NA,NA
GeneID:116406674,gba,NA,NA
GeneID:116407936,ern1,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:116408459,nsun7,NA,NA
GeneID:496502,cecr5,NA,NA
GeneID:116406493,tfr2,NA,NA
GeneID:549355,ints9,NA,NA
GeneID:100487196,ppdpfl,NA,NA
GeneID:100497102,pcasp3,NA,NA
GeneID:100145073,ppp1r35,NA,NA
GeneID:100492376,apof,NA,NA
GeneID:101732255,znf646,NA,NA
GeneID:100493055,tcp10l2,NA,NA
GeneID:116406644,jtb,NA,NA
GeneID:116406750,mymk,NA,NA
GeneID:116410235,c4h11orf16,NA,NA
GeneID:116410849,tmem63b,NA,NA
GeneID:101730602,pde3a,NA,NA
GeneID:100485875,polr1g,NA,NA
GeneID:101731161,camp,NA,NA
GeneID:100492567,ccdc180,NA,NA
GeneID:116407612,rabep2,NA,NA
GeneID:108644448,srrm4,NA,NA
GeneID:116406721,sapcd2,NA,NA
GeneID:116407682,muc13,NA,NA
GeneID:105946095,spag8,NA,NA
GeneID:116406444,mtcl1,NA,NA
GeneID:116410812,mapre3,NA,NA
GeneID:101733697,erich6b,NA,NA
GeneID:100335086,t2r37,NA,NA
GeneID:101733177,sdcbp2,NA,NA
GeneID:100498159,prr13,NA,NA
GeneID:116410817,trim54,NA,NA
GeneID:100495060,spata45,NA,NA
GeneID:116406889,pmvk,NA,NA
GeneID:100487740,madcam1,NA,NA
GeneID:100335099,t2r52,NA,NA
GeneID:100335088,t2r41,NA,NA
GeneID:100494735,tap1,NA,NA
GeneID:116407609,snx4,NA,NA
GeneID:100490826,ccdc83,NA,NA
GeneID:100494466,syt13,NA,NA
GeneID:116408006,nsfl1c,NA,NA
GeneID:101731918,npvf,NA,NA
GeneID:116407510,rhbdl1,NA,NA
GeneID:116408732,nhlh2,NA,NA
GeneID:116410501,tmem275,NA,NA
GeneID:100486979,c10h20orf96,NA,NA
GeneID:108647650,fshr,NA,NA
GeneID:100496712,c8h9orf43,NA,NA
GeneID:100496088,haspin,NA,NA
GeneID:116410236,tmem9b,NA,NA
GeneID:116406751,cacfd1,NA,NA
GeneID:116408191,c1qa,NA,NA
GeneID:100329132,rps27,NA,NA
GeneID:116408011,ttll9,NA,NA
GeneID:116412411,pdpn,NA,NA
GeneID:549366,adcy8,NA,NA
GeneID:116410288,ptpmt1,NA,NA
GeneID:100490053,tfcp2l1,NA,NA
GeneID:100335084,t2r35,NA,NA
GeneID:101730758,crebzf,NA,NA
GeneID:101735236,gpr82,NA,NA
GeneID:100486072,ttf2,NA,NA
GeneID:116408028,cacng5,NA,NA
GeneID:100497907,fancb,NA,NA
GeneID:100335072,t2r21,NA,NA
GeneID:100492072,abhd15,NA,NA
GeneID:101734405,espnl,NA,NA
GeneID:101734452,mtrfr,NA,NA
GeneID:116408253,arid3c,NA,NA
GeneID:101731966,smim27,NA,NA
GeneID:108645783,bak1,NA,NA
GeneID:101731973,clcn1,NA,NA
GeneID:116406619,slc35a2,NA,NA
GeneID:100125107,gdpd3,NA,NA
GeneID:116408221,cdc26,NA,NA
GeneID:100496819,znf513,NA,NA
GeneID:116410483,timp4,NA,NA
GeneID:116406696,sertm2,NA,NA
GeneID:100494135,proser3,NA,NA
GeneID:100491558,simc1,NA,NA
GeneID:101733379,c8h9orf116,NA,NA
GeneID:105948305,ctxnd1,NA,NA
GeneID:105948501,izumo3,NA,NA
GeneID:779921,ccdc142,NA,NA
GeneID:101735261,tm4sf19,NA,NA
GeneID:116410795,rad51ap2,NA,NA
GeneID:549586,ptpn11,NA,NA
GeneID:116406778,s100a13,NA,NA
GeneID:100496507,ggt6,NA,NA
GeneID:100316931,kiss1b,NA,NA
GeneID:116408751,kcnj6,NA,NA
GeneID:116406673,muc1,NA,NA
GeneID:100335100,t2r53,NA,NA
GeneID:100489222,tmem140,NA,NA
GeneID:100487055,c4h16orf46,NA,NA
GeneID:116409471,sox30,NA,NA
GeneID:100488253,eef1akmt4,NA,NA
GeneID:100490391,cpt1a,NA,NA
GeneID:101731433,daam2,NA,NA
GeneID:100489775,lime1,NA,NA
GeneID:101734550,c9h16orf96,NA,NA
GeneID:101731791,ccdc60,NA,NA
GeneID:100489157,ccdc187,NA,NA
GeneID:549366,adcy8,NA,NA
GeneID:100496703,lmntd2,NA,NA
GeneID:116411727,tmem42,NA,NA
GeneID:116411679,gpld1,NA,NA
GeneID:100497927,lrrc36,NA,NA
GeneID:105946937,atp6v1fnb,NA,NA
GeneID:101732665,lsmem1,NA,NA
GeneID:100493126,c9h7orf50,NA,NA
GeneID:116408433,rnf212,NA,NA
GeneID:116406432,ammecr1l,NA,NA
GeneID:100495718,ecm1,NA,NA
GeneID:101732312,wdr97,NA,NA
GeneID:101734420,slc22a18,NA,NA
GeneID:100486734,hemgn,NA,NA
GeneID:100335060,t2r7,NA,NA
GeneID:101731938,il2rb,NA,NA
GeneID:101731534,ppp1r14d,NA,NA
GeneID:100497185,c2h1orf232,NA,NA
GeneID:105946354,lrrc66,NA,NA
GeneID:100485494,c7h10orf88,NA,NA
GeneID:100494945,s100a16,NA,NA
GeneID:100486081,tex33,NA,NA
GeneID:116407939,c10h17orf58,NA,NA
GeneID:116410221,ptpn5,NA,NA
GeneID:100127812,fam47e,NA,NA
GeneID:100497807,spocd1,NA,NA
GeneID:100493672,tmem273,NA,NA
GeneID:100335074,t2r23,NA,NA
GeneID:100124772,rab41,NA,NA
GeneID:116408841,c2h3orf85,NA,NA
GeneID:101733439,abcc9,NA,NA
GeneID:100491674,parp4,NA,NA
GeneID:116406560,cysrt1,NA,NA
GeneID:116408407,wdr54,NA,NA
GeneID:116406521,tmem271,NA,NA
GeneID:101732375,rhbdl3,NA,NA
GeneID:100489422,ccdc27,NA,NA
GeneID:100335087,t2r38,NA,NA
GeneID:100491619,smim24,NA,NA
GeneID:101732707,adap2,NA,NA
GeneID:105948093,pla2g4d,NA,NA
GeneID:105948285,c1h12orf43,NA,NA
GeneID:101732720,lrrc70,NA,NA
GeneID:101734756,ccl27,NA,NA
GeneID:100494774,amz2,NA,NA
GeneID:116406433,ccdc197,NA,NA
GeneID:101730729,tapbpl,NA,NA
GeneID:116408068,rprml,NA,NA
GeneID:100335063,t2r10,NA,NA
GeneID:100335071,t2r20,NA,NA
GeneID:100486649,theg,NA,NA
GeneID:101731391,emcn,NA,NA
GeneID:116410925,mrps18a,NA,NA
GeneID:100497282,tmem200b,NA,NA
GeneID:116409677,dennd11,NA,NA
GeneID:100335070,t2r19,NA,NA
GeneID:100497332,misp,NA,NA
GeneID:101733524,chrnb1,NA,NA
GeneID:116410548,smim38,NA,NA
GeneID:100498273,c4h1orf141,NA,NA
GeneID:100335058,t2r5,NA,NA
GeneID:101731550,slc2a4,NA,NA
GeneID:100496931,c5h3orf33,NA,NA
GeneID:101735183,chl1,NA,NA
GeneID:100487976,chrna10,NA,NA
GeneID:116408042,srxn1,NA,NA
GeneID:116410909,luzp4,NA,NA
GeneID:116410911,strit1,NA,NA
GeneID:3283494,mt-cox1,NA,NA
GeneID:100493529,syt2,NA,NA
GeneID:101731976,col20a1,NA,NA
GeneID:100490964,cenpx,NA,NA
GeneID:116406911,shc1,NA,NA
GeneID:100488441,sgo2,NA,NA
GeneID:108645568,ash1l,NA,NA
GeneID:100494497,map1s,NA,NA
GeneID:100491953,myo7b,NA,NA
GeneID:100496720,cd68,NA,NA
GeneID:116406725,flad1,NA,NA
GeneID:100335083,t2r34,NA,NA
GeneID:116408004,snph,NA,NA
GeneID:116408708,c2h13orf42,NA,NA
GeneID:100335067,t2r15,NA,NA
GeneID:116410481,chdh,NA,NA
GeneID:101730699,ptpn18,NA,NA
GeneID:100497681,tmc8,NA,NA
GeneID:101731919,gfy,NA,NA
GeneID:101734614,ubash3a,NA,NA
GeneID:100496442,rnf227,NA,NA
GeneID:496906,adh6,NA,NA
GeneID:101732873,sdhaf1,NA,NA
GeneID:100493883,c3h12orf75,NA,NA
GeneID:116412088,sh2d5,NA,NA
GeneID:101734269,npff,NA,NA
GeneID:101734101,tex55,NA,NA
GeneID:100485075,gsg1l,NA,NA
GeneID:100497692,map3k5,NA,NA
GeneID:116406729,ppp1r18,NA,NA
GeneID:100486470,inpp5e,NA,NA
GeneID:100495010,c7h10orf143,NA,NA
GeneID:116410500,c4h1orf87,NA,NA
GeneID:100127867,tp53i13,NA,NA
GeneID:100486836,smim32,NA,NA
GeneID:116411570,fbxl6,NA,NA
GeneID:100335069,t2r17,NA,NA
GeneID:3283497,mt-atp6,NA,NA
GeneID:100497591,cdrt1,NA,NA
GeneID:100497448,ccdc9b,NA,NA
GeneID:549866,tceanc2,NA,NA
GeneID:116408726,cd58,NA,NA
GeneID:100489532,pik3c2b,NA,NA
GeneID:100335076,t2r25,NA,NA
GeneID:101730579,nlrc5,NA,NA
GeneID:108645138,c2h17orf50,NA,NA
GeneID:116412186,arhgef19,NA,NA
GeneID:100498106,prr19,NA,NA
GeneID:101733333,tex52,NA,NA
GeneID:101732434,pcp2,NA,NA
GeneID:116408031,samd10,NA,NA
GeneID:101731300,aars2,NA,NA
GeneID:101734819,mfap5,NA,NA
GeneID:100335092,t2r45,NA,NA
GeneID:116407972,prelid3b,NA,NA
GeneID:100494027,svbp,NA,NA
GeneID:101730350,tdh,NA,NA
GeneID:100335079,t2r30,NA,NA
GeneID:100335042,hba-l3,NA,NA
GeneID:101730523,insyn2b,NA,NA
GeneID:116410454,cenpp,NA,NA
GeneID:100124772,rab41,NA,NA
GeneID:105946688,tpbgl,NA,NA
GeneID:779720,gbp2,NA,NA
GeneID:101734636,arfgef3,NA,NA
GeneID:116409760,rec114,NA,NA
GeneID:101733721,pydc1,NA,NA
GeneID:116410473,iho1,NA,NA
GeneID:100335097,t2r50,NA,NA
GeneID:101732536,il18bp,NA,NA
GeneID:100492154,selplg,NA,NA
GeneID:116410232,rras2,NA,NA
GeneID:116409858,abcb10,NA,NA
GeneID:116411692,rbm43,NA,NA
GeneID:116409452,iapp,NA,NA
GeneID:101730578,cfap221,NA,NA
GeneID:101730558,tubb1,NA,NA
GeneID:100486470,inpp5e,NA,NA
GeneID:101733791,sorcs1,NA,NA
GeneID:100493529,syt2,NA,NA
GeneID:116406453,lrg1,NA,NA
GeneID:116412431,tnfrsf25,NA,NA
GeneID:100496273,sema7a,NA,NA
GeneID:100491699,KIAA0040,NA,NA
GeneID:116409537,msrb3,NA,NA
GeneID:105947422,smim28,NA,NA
GeneID:116407507,mto1,NA,NA
GeneID:101730461,grifin,NA,NA
GeneID:100489669,prima1,NA,NA
GeneID:100486516,c6h9orf152,NA,NA
GeneID:101731321,syt11,NA,NA
GeneID:116410805,kcnk3,NA,NA
GeneID:116409668,syt10,NA,NA
GeneID:100490464,adcy5,NA,NA
GeneID:101733497,otog,NA,NA
GeneID:105946776,c3h15orf65,NA,NA
GeneID:116408060,bhlhe23,NA,NA
GeneID:116412065,atp13a2,NA,NA
GeneID:100488414,skor2,NA,NA
GeneID:116406733,esx1,NA,NA
GeneID:549793,sept2-a,NA,NA
GeneID:116408251,msmp,NA,NA
GeneID:101732704,icoslg,NA,NA
GeneID:101734888,colca2,NA,NA
GeneID:100491893,map10,NA,NA
GeneID:100495796,smc6,NA,NA
GeneID:101733365,loxl3,NA,NA
GeneID:100335073,t2r22,NA,NA
GeneID:116408225,ccl28,NA,NA
GeneID:100036710,med1,NA,NA
GeneID:116408018,lkaaear1,NA,NA
GeneID:101731365,slc66a1,NA,NA
GeneID:101733334,fcer1g,NA,NA
GeneID:100495438,fcrlb,NA,NA
GeneID:116410953,gpr148,NA,NA
GeneID:116410456,amigo3,NA,NA
GeneID:116412615,commd7,NA,NA
GeneID:100494861,ttc31,NA,NA
GeneID:101733128,fbxo2,NA,NA
GeneID:116407838,heg1,NA,NA
GeneID:101730492,ttbk1,NA,NA
GeneID:116406430,tufm,NA,NA
GeneID:105947335,ush2a,NA,NA
GeneID:100335065,t2r13,NA,NA
GeneID:100127772,c4h1orf53,NA,NA
GeneID:100487796,sapcd1,NA,NA
GeneID:101730632,sln,NA,NA
GeneID:100335061,t2r8,NA,NA
GeneID:100495852,gsg1l2,NA,NA
GeneID:100490355,aunip,NA,NA
GeneID:100335057,t2r4,NA,NA
GeneID:100496542,il20ra,NA,NA
GeneID:116406867,mrpl9,NA,NA
GeneID:108647610,ncbp2as2,NA,NA
GeneID:105948229,brd3os,NA,NA
GeneID:101733412,il17ra,NA,NA
GeneID:100492765,aknad1,NA,NA
GeneID:116408027,atp5f1e,NA,NA
GeneID:733884,fxyd3,NA,NA
GeneID:101733365,loxl3,NA,NA
GeneID:116406725,flad1,NA,NA
GeneID:100497692,map3k5,NA,NA
GeneID:101730668,abcc8,NA,NA
GeneID:116409661,lmo3,NA,NA
GeneID:100491969,frmpd2,NA,NA
GeneID:101730579,nlrc5,NA,NA
GeneID:116408916,p2ry6,NA,NA
GeneID:100494548,efcab12,NA,NA
GeneID:101733444,armh1,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:101731391,emcn,NA,NA
GeneID:100490391,cpt1a,NA,NA
GeneID:100486081,tex33,NA,NA
GeneID:100486516,c6h9orf152,NA,NA
GeneID:100492765,aknad1,NA,NA
GeneID:116410849,tmem63b,NA,NA
GeneID:116408465,mtnr1a,NA,NA
GeneID:100488553,map7d3,NA,NA
GeneID:101731791,ccdc60,NA,NA
GeneID:100493055,tcp10l2,NA,NA
GeneID:101730579,nlrc5,NA,NA
GeneID:116406444,mtcl1,NA,NA
GeneID:100488553,map7d3,NA,NA
GeneID:101731300,aars2,NA,NA
GeneID:101735127,agap3,NA,NA
GeneID:100496088,haspin,NA,NA
GeneID:780246,car1,NA,NA
GeneID:100497927,lrrc36,NA,NA
GeneID:116411485,tmub1,NA,NA
GeneID:116406444,mtcl1,NA,NA
GeneID:101730492,ttbk1,NA,NA
GeneID:101734085,nectin4,NA,NA
GeneID:100492567,ccdc180,NA,NA
GeneID:101731391,emcn,NA,NA
GeneID:116406444,mtcl1,NA,NA
GeneID:116410849,tmem63b,NA,NA
GeneID:100485425,c4h3orf84,NA,NA
GeneID:101732312,wdr97,NA,NA
GeneID:101732312,wdr97,NA,NA
GeneID:101731918,npvf,NA,NA
GeneID:101731976,col20a1,NA,NA
GeneID:100497692,map3k5,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:100498531,arhgef18,NA,NA
GeneID:116408253,arid3c,NA,NA
GeneID:101734554,c7h11orf88,NA,NA
GeneID:101732375,rhbdl3,NA,NA
GeneID:101735127,agap3,NA,NA
GeneID:100487796,sapcd1,NA,NA
GeneID:100490247,coprs,NA,NA
GeneID:100485494,c7h10orf88,NA,NA
GeneID:100497448,ccdc9b,NA,NA
GeneID:100496542,il20ra,NA,NA
GeneID:100486649,theg,NA,NA
GeneID:100497681,tmc8,NA,NA
GeneID:100486979,c10h20orf96,NA,NA
GeneID:100492765,aknad1,NA,NA
GeneID:549586,ptpn11,NA,NA
GeneID:116406727,ccdc120,NA,NA
GeneID:100492567,ccdc180,NA,NA
GeneID:100492277,troap,NA,NA
GeneID:116406721,sapcd2,NA,NA
GeneID:100498010,btbd18,NA,NA
GeneID:100485875,polr1g,NA,NA
GeneID:101731321,syt11,NA,NA
GeneID:101734656,miip,NA,NA
GeneID:101731391,emcn,NA,NA
GeneID:116406725,flad1,NA,NA
GeneID:100491969,frmpd2,NA,NA
GeneID:116411679,gpld1,NA,NA
GeneID:100497448,ccdc9b,NA,NA
GeneID:116406647,rnf212b,NA,NA
GeneID:100492567,ccdc180,NA,NA
GeneID:108645568,ash1l,NA,NA
GeneID:116406429,p3h3,NA,NA
GeneID:101733334,fcer1g,NA,NA
GeneID:101733379,c8h9orf116,NA,NA
GeneID:101733365,loxl3,NA,NA
GeneID:100497807,spocd1,NA,NA
GeneID:116408433,rnf212,NA,NA
GeneID:100496542,il20ra,NA,NA
GeneID:100494861,ttc31,NA,NA
GeneID:100488553,map7d3,NA,NA
GeneID:100493126,c9h7orf50,NA,NA
GeneID:100497332,misp,NA,NA
GeneID:100485425,c4h3orf84,NA,NA
GeneID:116406911,shc1,NA,NA
GeneID:101731391,emcn,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:101730979,erich2,NA,NA
GeneID:101734192,ccdc198,NA,NA
GeneID:116412425,c7hxorf65,NA,NA
GeneID:101730579,nlrc5,NA,NA
GeneID:116407612,rabep2,NA,NA
GeneID:100498330,arap1,NA,NA
GeneID:100498330,arap1,NA,NA
GeneID:100497448,ccdc9b,NA,NA
GeneID:100485964,rbm44,NA,NA
GeneID:100489669,prima1,NA,NA
GeneID:116412088,sh2d5,NA,NA
GeneID:100496703,lmntd2,NA,NA
GeneID:116409661,lmo3,NA,NA
GeneID:100485964,rbm44,NA,NA
GeneID:100488553,map7d3,NA,NA
GeneID:100485964,rbm44,NA,NA
GeneID:116412411,pdpn,NA,NA
GeneID:116410793,tjap1,NA,NA
GeneID:100359366,xilr1,NA,NA
GeneID:100493883,c3h12orf75,NA,NA
GeneID:116407507,mto1,NA,NA
GeneID:101732434,pcp2,NA,NA
GeneID:116407507,mto1,NA,NA
GeneID:100493191,mdga1,NA,NA
GeneID:116406911,shc1,NA,NA
GeneID:105947272,batf2,NA,NA
GeneID:100497448,ccdc9b,NA,NA
GeneID:100489532,pik3c2b,NA,NA
GeneID:100329184,kissr1b,NA,NA
GeneID:101732536,il18bp,NA,NA
GeneID:100497102,pcasp3,NA,NA
GeneID:101734436,prodh2,NA,NA
GeneID:108645783,bak1,NA,NA
GeneID:101734550,c9h16orf96,NA,NA
GeneID:101734011,il20rb,NA,NA
GeneID:100488553,map7d3,NA,NA
GeneID:116406729,ppp1r18,NA,NA
GeneID:100497807,spocd1,NA,NA
GeneID:116408031,samd10,NA,NA
GeneID:116408031,samd10,NA,NA
GeneID:101735130,slc4a2,NA,NA
GeneID:116408014,slc2a4rg,NA,NA
GeneID:100497448,ccdc9b,NA,NA
GeneID:100488553,map7d3,NA,NA
GeneID:116408011,ttll9,NA,NA
GeneID:101730558,tubb1,NA,NA
GeneID:100490964,cenpx,NA,NA
GeneID:100486979,c10h20orf96,NA,NA
GeneID:100486979,c10h20orf96,NA,NA
GeneID:100498330,arap1,NA,NA
GeneID:496502,cecr5,NA,NA
GeneID:100486979,c10h20orf96,NA,NA
GeneID:100486979,c10h20orf96,NA,NA
GeneID:101732536,il18bp,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:101733439,abcc9,NA,NA
GeneID:100494861,ttc31,NA,NA
GeneID:100488553,map7d3,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:101733439,abcc9,NA,NA
GeneID:101733439,abcc9,NA,NA
GeneID:116409663,spx,NA,NA
GeneID:116407612,rabep2,NA,NA
GeneID:496647,ctss.2,NA,NA
GeneID:101733365,loxl3,NA,NA
GeneID:101733365,loxl3,NA,NA
GeneID:100486979,c10h20orf96,NA,NA
GeneID:100494466,syt13,NA,NA
GeneID:100497448,ccdc9b,NA,NA
GeneID:100492277,troap,NA,NA
GeneID:549366,adcy8,NA,NA
GeneID:101733025,shisal1,NA,NA
GeneID:105946937,atp6v1fnb,NA,NA
GeneID:100486734,hemgn,NA,NA
GeneID:116410221,ptpn5,NA,NA
GeneID:116410490,smim4,NA,NA
GeneID:100492277,troap,NA,NA
GeneID:100493883,c3h12orf75,NA,NA
GeneID:100486649,theg,NA,NA
GeneID:116412088,sh2d5,NA,NA
GeneID:100493883,c3h12orf75,NA,NA
GeneID:100145073,ppp1r35,NA,NA
GeneID:116409662,plekha5,NA,NA
GeneID:116406444,mtcl1,NA,NA
GeneID:101733439,abcc9,NA,NA
GeneID:101735127,agap3,NA,NA
