#NCBI-GeneID,XB-GENE-ID,GENE_SYMBOL
GeneID:100158653,XB-GENE-968181,meltf
GeneID:100158654,XB-GENE-957494,abat
GeneID:100158655,XB-GENE-854158,wnt11
GeneID:100158656,XB-GENE-1000727,atg14
GeneID:100158657,XB-GENE-969204,socs7
GeneID:100169673,XB-GENE-494808,pelp1
GeneID:100169674,XB-GENE-986180,fam107a
GeneID:100169675,XB-GENE-5715507,ino80e
GeneID:100170148,XB-GENE-479289,sufu
GeneID:100170149,XB-GENE-479411,sbno1
GeneID:100170150,XB-GENE-483077,ventx3.2
GeneID:100170151,XB-GENE-483914,nfe2
GeneID:100170153,XB-GENE-486189,thbs1
GeneID:100170154,XB-GENE-491114,dicer1
GeneID:100170155,XB-GENE-494135,tom1l1
GeneID:100170156,XB-GENE-919947,rbm28
GeneID:100170157,XB-GENE-922516,trio
GeneID:100170158,XB-GENE-940571,atg7
GeneID:100170159,XB-GENE-950935,pam
GeneID:100170160,XB-GENE-981174,pfkfb2
GeneID:100170161,XB-GENE-1013200,ngf
GeneID:100170162,XB-GENE-1217383,zmym4
GeneID:100170163,XB-GENE-5717739,naf1
GeneID:100170164,XB-GENE-940638,dlg2
GeneID:100170165,XB-GENE-5800507,unc93a.2
GeneID:100170166,XB-GENE-5828964,dna2
GeneID:100170167,XB-GENE-5866686,prpf38b
GeneID:100170168,XB-GENE-5881367,tmcc1
GeneID:100170169,XB-GENE-5886236,wapl
GeneID:100170170,XB-GENE-5892549,rmdn3
GeneID:100170172,XB-GENE-876803,tfap2e
GeneID:100170173,XB-GENE-940125,fmn1
GeneID:100170174,XB-GENE-985264,stat2
GeneID:100170175,XB-GENE-1018423,ifitm1
GeneID:100170176,XB-GENE-5759414,klhl18
GeneID:100170177,XB-GENE-5858668,asxl3
GeneID:100170178,XB-GENE-5887379,suds3
GeneID:100170179,XB-GENE-478569,ccnt1
GeneID:100170180,XB-GENE-484572,carm1
GeneID:100170181,XB-GENE-919841,pou5f3.2
GeneID:100170182,XB-GENE-1001395,mib1
GeneID:100170183,XB-GENE-478953,agtr1
GeneID:100170184,XB-GENE-482123,angptl1
GeneID:100170185,XB-GENE-483233,sox18
GeneID:100170186,XB-GENE-484825,mapk8ip3
GeneID:100170187,XB-GENE-491636,sesn1
GeneID:100170188,XB-GENE-853766,kank3
GeneID:100170189,XB-GENE-922578,neo1
GeneID:100170190,XB-GENE-948387,ncald
GeneID:100170191,XB-GENE-960088,ppp1r1c
GeneID:100170192,XB-GENE-1010951,nckipsd
GeneID:100170193,XB-GENE-1011725,ubr2
GeneID:100170194,XB-GENE-1217556,mapk8
GeneID:100170195,XB-GENE-5725404,fam171a1
GeneID:100170196,XB-GENE-5838397,prpf18
GeneID:100170197,XB-GENE-5846364,pcf11
GeneID:100170198,XB-GENE-5878659,twf2
GeneID:100170199,XB-GENE-5892372,sirt5
GeneID:100170200,XB-GENE-5953625,tcaf2
GeneID:100170415,XB-GENE-5798907,ybx2
GeneID:100170416,XB-GENE-5960546,cyp2a6.6
GeneID:100170417,XB-GENE-968231,ssr4
GeneID:100170418,XB-GENE-5771000,washc2a
GeneID:100170419,XB-GENE-22065767,ocm4.6
GeneID:100170420,XB-GENE-5909791,LOC100170420
GeneID:100170421,XB-GENE-5961407,mr1-like
GeneID:100170422,XB-GENE-961810,eny2
GeneID:100170423,XB-GENE-5935827,c6h7orf57
GeneID:100170424,XB-GENE-969035,btbd1
GeneID:100170425,XB-GENE-5807237,LOC100170425
GeneID:100170426,XB-GENE-1013979,mfsd6
GeneID:100170427,XB-GENE-5882686,LOC100170427
GeneID:100170428,XB-GENE-5961764,LOC100170428
GeneID:100170429,XB-GENE-5899552,LOC100170429
GeneID:100170430,XB-GENE-1008812,fis1
GeneID:100170431,XB-GENE-22064332,cela1.1
GeneID:100170432,XB-GENE-5816430,LOC100170432
GeneID:100170434,XB-GENE-5751214,lgals1.2
GeneID:100170436,XB-GENE-6455699,swsap1
GeneID:100170437,XB-GENE-986520,myl10
GeneID:100170438,XB-GENE-5882324,zg16
GeneID:100170440,XB-GENE-987670,psmc3ip
GeneID:100170442,XB-GENE-5813351,elp1
GeneID:100170443,XB-GENE-6459012,btn2a1
GeneID:100170444,XB-GENE-952802,mettl16
GeneID:100170445,XB-GENE-5794175,slc66a1l
GeneID:100170446,XB-GENE-991215,lmbrd2
GeneID:100170447,XB-GENE-977028,ak3
GeneID:100170448,XB-GENE-5860751,ankrd12
GeneID:100170449,XB-GENE-965638,epm2a
GeneID:100170450,XB-GENE-987144,stk24
GeneID:100170451,XB-GENE-1012212,mcu
GeneID:100170452,XB-GENE-5953070,lto1
GeneID:100170453,XB-GENE-992508,nt5c3b
GeneID:100170454,XB-GENE-950288,c2h21orf91
GeneID:100170455,XB-GENE-953082,pgm5
GeneID:100170456,XB-GENE-5945160,cry4
GeneID:100170457,XB-GENE-979047,cstf2
GeneID:100170458,XB-GENE-969918,nme6
GeneID:100170459,XB-GENE-955077,ncstn
GeneID:100170460,XB-GENE-976801,phf5a
GeneID:100170461,XB-GENE-6458353,cbll1
GeneID:100170462,XB-GENE-941965,mthfd2
GeneID:100170463,XB-GENE-22062678,cx38
GeneID:100170464,XB-GENE-988694,prpf40a
GeneID:100170465,XB-GENE-5895242,bltp3b
GeneID:100170466,XB-GENE-1010834,usp9x
GeneID:100170467,XB-GENE-5969966,KIAA1958
GeneID:100170468,XB-GENE-962635,pip4k2a
GeneID:100170469,XB-GENE-976775,rpap1
GeneID:100170470,XB-GENE-6258963,lefty
GeneID:100170471,XB-GENE-987297,acot12
GeneID:100170472,XB-GENE-990805,spart
GeneID:100170473,XB-GENE-993672,panx1
GeneID:100170474,XB-GENE-5915742,cnfn.2
GeneID:100170475,XB-GENE-1007507,stard3nl
GeneID:100170476,XB-GENE-967638,pls1
GeneID:100170477,XB-GENE-6451230,btk
GeneID:100170478,XB-GENE-999717,plekha2
GeneID:100170479,XB-GENE-5967149,pxdc1
GeneID:100170480,XB-GENE-940158,ccdc125
GeneID:100170481,XB-GENE-984701,lrrc39
GeneID:100170482,XB-GENE-1010489,atp7a
GeneID:100170483,XB-GENE-981412,nfkbiz
GeneID:100170484,XB-GENE-991706,mdm1
GeneID:100170485,XB-GENE-966333,larp4b
GeneID:100170486,XB-GENE-940771,agpat2
GeneID:100170487,XB-GENE-951592,medag
GeneID:100170488,XB-GENE-6258686,gpr34
GeneID:100170489,XB-GENE-5829341,MGC64513
GeneID:100170490,XB-GENE-5965331,LOC100170490
GeneID:100170491,XB-GENE-5754925,spdl1
GeneID:100170492,XB-GENE-5753220,lyrm2
GeneID:100170493,XB-GENE-940504,arl6
GeneID:100170494,XB-GENE-6084380,arhgef25
GeneID:100170495,XB-GENE-5967539,col25a1.2
GeneID:100170496,XB-GENE-5965443,ripor2
GeneID:100170497,XB-GENE-1013213,snap91
GeneID:100170498,XB-GENE-5969056,hecw1
GeneID:100170499,XB-GENE-5965356,greb1l
GeneID:100170500,XB-GENE-982398,ppp1r16b
GeneID:100170501,XB-GENE-981330,ccp110
GeneID:100170502,XB-GENE-6257510,spag17
GeneID:100170512,XB-GENE-964890,arhgap29
GeneID:100170540,XB-GENE-979179,styk1
GeneID:100170541,XB-GENE-6455582,ablim1
GeneID:100170543,XB-GENE-980812,bcr
GeneID:100170544,XB-GENE-986079,plekha4
GeneID:100170545,XB-GENE-5965306,znf329
GeneID:100170546,XB-GENE-981706,tsc2
GeneID:100170547,XB-GENE-1013282,supt5h
GeneID:100170548,XB-GENE-5793907,syn3
GeneID:100170549,XB-GENE-5969699,LOC100170549
GeneID:100170550,XB-GENE-5967576,ano1
GeneID:100170551,XB-GENE-5909454,srrm2
GeneID:100170552,XB-GENE-5853519,rpl27a
GeneID:100170553,XB-GENE-1011788,lrrc49
GeneID:100170554,XB-GENE-5931148,trappc11
GeneID:100170555,XB-GENE-5873646,phldb1
GeneID:100170556,XB-GENE-5965169,arhgap4
GeneID:100170557,XB-GENE-982777,tpra1
GeneID:100170558,XB-GENE-960316,kdm6a
GeneID:100170559,XB-GENE-5747742,pfn1
GeneID:100170560,XB-GENE-964898,LOC100170560
GeneID:100170561,XB-GENE-957599,b3gnt2
GeneID:100170562,XB-GENE-993138,r3hdm2
GeneID:100170563,XB-GENE-1009820,ercc3
GeneID:100170564,XB-GENE-948122,arfgap1
GeneID:100170565,XB-GENE-970204,cmtr1
GeneID:100170567,XB-GENE-6462820,dnai7
GeneID:100170568,XB-GENE-5968394,nisch
GeneID:100170569,XB-GENE-5960177,mhc1-uba15
GeneID:100170570,XB-GENE-951441,map4k3
GeneID:100170571,XB-GENE-962418,cyb5r3
GeneID:100170572,XB-GENE-944105,hbs1l
GeneID:100170573,XB-GENE-999686,gpat4
GeneID:100170574,XB-GENE-968642,irf2bpl
GeneID:100170575,XB-GENE-1005804,snrk
GeneID:100170576,XB-GENE-5872817,KIAA1210
GeneID:100170577,XB-GENE-991613,bola1
GeneID:100170578,XB-GENE-969087,fbxo38
GeneID:100170579,XB-GENE-959088,snx27
GeneID:100170580,XB-GENE-1001551,elfn2
GeneID:100170581,XB-GENE-1002518,mtmr10
GeneID:100170582,XB-GENE-876989,dlgap1
GeneID:100170583,XB-GENE-1000398,gabra2
GeneID:100170584,XB-GENE-5967455,dnah2
GeneID:100170585,XB-GENE-1003068,asah2
GeneID:100170586,XB-GENE-493317,khsrp
GeneID:100170587,XB-GENE-1003585,drc3
GeneID:100170588,XB-GENE-994183,cpz
GeneID:100170589,XB-GENE-5875780,sf3b2
GeneID:100170590,XB-GENE-22041728,dact4
GeneID:100170591,XB-GENE-980122,znf706
GeneID:100170592,XB-GENE-1013799,zdhhc24
GeneID:100170593,XB-GENE-5903504,pou5f3.3
GeneID:100170594,XB-GENE-965522,sgsm3
GeneID:100170596,XB-GENE-5969671,anks6
GeneID:100170597,XB-GENE-1002381,cartpt
GeneID:100170598,XB-GENE-877015,serpinf2
GeneID:100170599,XB-GENE-6465484,ets1
GeneID:100170600,XB-GENE-1007367,b4gat1
GeneID:100170601,XB-GENE-999265,tfap4
GeneID:100170603,XB-GENE-997187,atp6ap1.2
GeneID:100170604,XB-GENE-979343,mrpl58
GeneID:100170605,XB-GENE-1012818,rptor
GeneID:100170606,XB-GENE-5965241,umodl1
GeneID:100170607,XB-GENE-5969006,ildr2
GeneID:100170610,XB-GENE-972003,pip4p1
GeneID:100170611,NA,LOC100170611
GeneID:100170612,XB-GENE-5968250,dok1
GeneID:100170613,XB-GENE-1003408,gpr161
GeneID:100170614,XB-GENE-6458888,m1ap
GeneID:100170615,XB-GENE-22069321,tmem25
GeneID:100170616,XB-GENE-1007857,exosc1
GeneID:100170617,XB-GENE-6257997,exosc5
GeneID:100170618,XB-GENE-5940894,tgm2
GeneID:100170619,XB-GENE-22068061,c3h12orf40
GeneID:100170620,XB-GENE-876945,gpr135
GeneID:100170621,XB-GENE-979350,gga3
GeneID:100170622,XB-GENE-5753967,rgs16
GeneID:100170623,NA,LOC100170623
GeneID:100170624,XB-GENE-5957530,prdm2
GeneID:100170625,XB-GENE-1001477,ric1
GeneID:100170627,XB-GENE-1006627,ndufa11
GeneID:100170638,XB-GENE-946065,brf1
GeneID:100170639,XB-GENE-981156,dclre1b
GeneID:100170640,XB-GENE-5838711,mlh1
GeneID:100188921,XB-GENE-5772259,lrrc4c
GeneID:100188922,XB-GENE-5799694,tcf12
GeneID:100188923,XB-GENE-5805128,gtf3c6
GeneID:100188924,XB-GENE-5906750,smarcc1
GeneID:100188925,XB-GENE-5995152,smad10
GeneID:100189546,XB-GENE-482021,runx2
GeneID:100189547,XB-GENE-481784,gdf5
GeneID:100189548,XB-GENE-954330,sp7
GeneID:100190763,XB-GENE-989849,eif2ak3
GeneID:100190989,XB-GENE-5993469,fam169a
GeneID:100190990,XB-GENE-5997986,hoxc3
GeneID:100192370,XB-GENE-490272,il22
GeneID:100192371,XB-GENE-982843,reln
GeneID:100192372,XB-GENE-1010869,hectd1
GeneID:100192373,XB-GENE-960130,acacb
GeneID:100192374,XB-GENE-5817921,urb1
GeneID:100192375,XB-GENE-991728,ptprb
GeneID:100192376,XB-GENE-966847,chd8
GeneID:100192377,XB-GENE-5992769,tbc1d9
GeneID:100196922,XB-GENE-478190,sorbs2
GeneID:100196923,XB-GENE-479255,fgfr3
GeneID:100196924,XB-GENE-479827,tal1
GeneID:100196925,XB-GENE-479893,irs4
GeneID:100196926,XB-GENE-5734785,mlec
GeneID:100216005,XB-GENE-990916,col14a1
GeneID:100216007,NA,LOC100216007
GeneID:100216008,XB-GENE-1001555,ift27
GeneID:100216016,XB-GENE-484705,slc9a8
GeneID:100216017,XB-GENE-943078,ptp4a3
GeneID:100216018,XB-GENE-960635,klhl20
GeneID:100216020,XB-GENE-5970037,LOC100216020
GeneID:100216021,XB-GENE-943307,sgcb
GeneID:100216023,XB-GENE-5997665,bix1.2
GeneID:100216024,XB-GENE-5867840,snrnp48
GeneID:100216025,XB-GENE-988288,cmklr1
GeneID:100216026,XB-GENE-999114,rfc2
GeneID:100216027,XB-GENE-5994048,LOC100216027
GeneID:100216028,XB-GENE-1218969,lin28b
GeneID:100216029,XB-GENE-1010312,man1a2
GeneID:100216030,XB-GENE-1003376,aifm2
GeneID:100216031,XB-GENE-992753,ficd
GeneID:100216032,XB-GENE-960498,tram2
GeneID:100216033,XB-GENE-6087131,mnt
GeneID:100216034,XB-GENE-971048,jpt2
GeneID:100216035,XB-GENE-5992933,nsd3
GeneID:100216036,XB-GENE-988748,atp6v0e1
GeneID:100216037,XB-GENE-5993343,LOC100216037
GeneID:100216038,XB-GENE-6048201,armc7
GeneID:100216039,XB-GENE-976707,rbm47
GeneID:100216040,XB-GENE-6455289,pqbp1
GeneID:100216041,XB-GENE-5779938,atad1
GeneID:100216042,XB-GENE-949626,traf7
GeneID:100216043,XB-GENE-966712,hagh
GeneID:100216044,XB-GENE-941407,pxn
GeneID:100216045,XB-GENE-487394,mef2a
GeneID:100216046,XB-GENE-1003204,ccdc47
GeneID:100216047,XB-GENE-958284,rpl6
GeneID:100216048,XB-GENE-941809,scfd1
GeneID:100216049,XB-GENE-999497,mypop
GeneID:100216050,XB-GENE-5926363,cip2a
GeneID:100216051,XB-GENE-980087,synj2
GeneID:100216052,XB-GENE-5787115,aarsd1
GeneID:100216053,XB-GENE-920242,actn3
GeneID:100216054,XB-GENE-1007249,gpr180
GeneID:100216055,XB-GENE-490658,cobl
GeneID:100216056,XB-GENE-6085047,erg
GeneID:100216057,XB-GENE-5993059,lclat1
GeneID:100216058,XB-GENE-5867565,pigq
GeneID:100216059,XB-GENE-968718,myh6
GeneID:100216060,XB-GENE-1005334,errfi1
GeneID:100216061,XB-GENE-490092,eea1
GeneID:100216063,XB-GENE-6037447,map4k5
GeneID:100216064,XB-GENE-962796,usp2
GeneID:100216065,XB-GENE-492428,il1rap
GeneID:100216066,XB-GENE-5992645,slc35f5
GeneID:100216067,XB-GENE-963268,esam
GeneID:100216075,XB-GENE-963901,prc1
GeneID:100216076,XB-GENE-22168215,mfsd14bl
GeneID:100216077,XB-GENE-481282,nherf2
GeneID:100216078,XB-GENE-1010610,abhd2
GeneID:100216079,XB-GENE-990792,pdzd4
GeneID:100216080,XB-GENE-981299,selenoo
GeneID:100216081,XB-GENE-5898584,wdr24
GeneID:100216082,XB-GENE-966066,gria2
GeneID:100216083,XB-GENE-1006332,epn1
GeneID:100216084,XB-GENE-985864,prdm10
GeneID:100216085,XB-GENE-983529,bcorl1
GeneID:100216086,XB-GENE-492474,myo9a
GeneID:100216087,XB-GENE-943410,fcho2
GeneID:100216088,XB-GENE-1010293,eif4g3
GeneID:100216089,XB-GENE-493102,efr3a
GeneID:100216090,XB-GENE-492512,kit
GeneID:100216091,XB-GENE-493918,nfatc3
GeneID:100216092,XB-GENE-1217427,dennd2b
GeneID:100216093,XB-GENE-958080,recql5
GeneID:100216094,XB-GENE-1217592,pbx1
GeneID:100216095,XB-GENE-963060,bmerb1
GeneID:100216096,XB-GENE-1021737,zmiz1
GeneID:100216097,XB-GENE-955763,tmem131
GeneID:100216098,XB-GENE-5993052,rnf150
GeneID:100216099,XB-GENE-5994580,prkaa2
GeneID:100216100,XB-GENE-5992991,ccdc136
GeneID:100216101,XB-GENE-480422,cd3g
GeneID:100216102,XB-GENE-956173,hba4
GeneID:100216103,XB-GENE-5874439,lyrm9
GeneID:100216104,XB-GENE-5991711,kpna7
GeneID:100216105,XB-GENE-494605,lgals8
GeneID:100216106,XB-GENE-971364,dtd2
GeneID:100216107,XB-GENE-950794,clcn3
GeneID:100216109,XB-GENE-987286,ssbp2
GeneID:100216110,XB-GENE-494740,mecp2
GeneID:100216111,XB-GENE-992453,myh7
GeneID:100216113,XB-GENE-942321,lamtor3l
GeneID:100216114,XB-GENE-5960520,LOC100216114
GeneID:100216115,XB-GENE-988563,ehhadh
GeneID:100216116,XB-GENE-6455247,tstd1
GeneID:100216117,XB-GENE-5812147,dtnbp1
GeneID:100216118,XB-GENE-5941006,lsm5
GeneID:100216119,XB-GENE-967923,lims1
GeneID:100216120,XB-GENE-1008945,dhx15
GeneID:100216121,XB-GENE-5914266,rnf8
GeneID:100216122,XB-GENE-977402,zcchc8
GeneID:100216123,XB-GENE-22063278,sult6b1.6
GeneID:100216124,XB-GENE-1015803,epha4
GeneID:100216125,XB-GENE-492850,shf
GeneID:100216126,XB-GENE-6258657,gnat2
GeneID:100216127,XB-GENE-1013005,aldh5a1
GeneID:100216128,XB-GENE-5961957,LOC100216128
GeneID:100216129,XB-GENE-868449,cdh17
GeneID:100216130,XB-GENE-6492032,tcof1
GeneID:100216131,XB-GENE-5811089,ctxn3
GeneID:100216132,XB-GENE-5993401,pkdcc.1
GeneID:100216133,XB-GENE-5993458,LOC100216133
GeneID:100216134,XB-GENE-5958700,mkrn3
GeneID:100216135,XB-GENE-492106,nefl
GeneID:100216136,XB-GENE-5941711,deptorl
GeneID:100216137,XB-GENE-976698,slc30a9
GeneID:100216139,XB-GENE-1004611,taf5
GeneID:100216140,XB-GENE-976494,rbl1
GeneID:100216141,XB-GENE-5992704,LOC100216141
GeneID:100216142,XB-GENE-920113,hoxd8
GeneID:100216145,XB-GENE-1014090,bace2
GeneID:100216146,XB-GENE-5994554,slc25a34
GeneID:100216147,XB-GENE-972343,fbxo45
GeneID:100216148,XB-GENE-5992953,LOC100216148
GeneID:100216149,XB-GENE-6465377,abcc10
GeneID:100216150,XB-GENE-953990,mcc
GeneID:100216151,XB-GENE-1009711,nup205
GeneID:100216152,XB-GENE-5992635,nhsl1
GeneID:100216154,XB-GENE-494652,dnah12
GeneID:100216155,XB-GENE-854070,kirrel2
GeneID:100216156,XB-GENE-1012902,abca5
GeneID:100216157,XB-GENE-943577,kctd6
GeneID:100216158,XB-GENE-990130,abhd12
GeneID:100216159,XB-GENE-968789,anapc4
GeneID:100216160,XB-GENE-954586,tor1aip1
GeneID:100216161,XB-GENE-951898,smtn
GeneID:100216162,XB-GENE-1009276,xab2
GeneID:100216163,XB-GENE-5796121,eaf2
GeneID:100216164,XB-GENE-942286,rbp1
GeneID:100216165,XB-GENE-967763,plscr1
GeneID:100216166,XB-GENE-5812950,chmp1a
GeneID:100216167,XB-GENE-992926,txlna
GeneID:100216168,XB-GENE-995260,dhx29
GeneID:100216169,XB-GENE-919619,skp2
GeneID:100216170,XB-GENE-5844484,trappc9
GeneID:100216171,XB-GENE-996077,lpar5
GeneID:100216172,XB-GENE-484012,acvr2a
GeneID:100216173,XB-GENE-5997771,LOC100216173
GeneID:100216174,XB-GENE-5771921,csk
GeneID:100216175,XB-GENE-494320,kptn
GeneID:100216176,XB-GENE-967385,gpcpd1
GeneID:100216177,XB-GENE-990837,smg9
GeneID:100216178,XB-GENE-5998409,fastkd3
GeneID:100216179,XB-GENE-987220,haus6
GeneID:100216180,XB-GENE-993231,rnf115
GeneID:100216181,XB-GENE-963013,vamp7
GeneID:100216182,XB-GENE-1012455,cacnb4
GeneID:100216183,XB-GENE-1010901,dlgap4
GeneID:100216184,XB-GENE-484999,wt1
GeneID:100216185,XB-GENE-22062964,camkvl
GeneID:100216186,XB-GENE-963022,dph1
GeneID:100216187,XB-GENE-5998532,hacd2
GeneID:100216188,XB-GENE-982373,vps39
GeneID:100216189,XB-GENE-997296,chpf2
GeneID:100216190,XB-GENE-482311,ncoa2
GeneID:100216191,XB-GENE-855883,dock3
GeneID:100216192,XB-GENE-949066,pibf1
GeneID:100216193,XB-GENE-483520,foxk2
GeneID:100216194,XB-GENE-986133,c2cd2l
GeneID:100216195,XB-GENE-492899,cntn4
GeneID:100216196,XB-GENE-6457829,znf512b
GeneID:100216197,XB-GENE-5998763,slc25a23
GeneID:100216198,XB-GENE-5959316,phactr1
GeneID:100216199,XB-GENE-994775,casd1
GeneID:100216200,XB-GENE-5998608,pld2
GeneID:100216201,XB-GENE-964783,fdft1
GeneID:100216202,XB-GENE-1012108,aco1
GeneID:100216203,XB-GENE-1009600,dennd5b
GeneID:100216209,XB-GENE-956494,vash1
GeneID:100216211,XB-GENE-989433,ank3
GeneID:100216212,XB-GENE-955452,tbk1
GeneID:100216213,XB-GENE-951828,tifa
GeneID:100216214,XB-GENE-489769,nrcam
GeneID:100216215,XB-GENE-5998370,asphd2
GeneID:100216216,XB-GENE-963652,pfkfb3
GeneID:100216217,XB-GENE-940980,strn
GeneID:100216218,XB-GENE-5998444,prmt9
GeneID:100216219,XB-GENE-949056,lmo7
GeneID:100216220,XB-GENE-5842099,ifit5
GeneID:100216221,XB-GENE-1011954,pitpnm2
GeneID:100216222,XB-GENE-5872973,cnksr3
GeneID:100216223,XB-GENE-5998666,stk36
GeneID:100216224,XB-GENE-975921,vac14
GeneID:100216225,XB-GENE-6039336,larp1
GeneID:100216226,XB-GENE-22251717,klc4
GeneID:100216227,XB-GENE-993620,fbxo33
GeneID:100216228,XB-GENE-5814577,slco2a1
GeneID:100216229,XB-GENE-480551,gnal
GeneID:100216230,XB-GENE-6455206,psmf1
GeneID:100216231,XB-GENE-5998006,c2cd4c
GeneID:100216232,XB-GENE-974101,nek9
GeneID:100216233,XB-GENE-1001772,nxn
GeneID:100216234,XB-GENE-5852768,ndufaf4
GeneID:100216235,XB-GENE-975104,copb1
GeneID:100216236,XB-GENE-956933,tex10
GeneID:100216237,XB-GENE-989029,ccar1
GeneID:100216238,XB-GENE-998969,pmm2
GeneID:100216239,XB-GENE-853184,dlx6
GeneID:100216240,XB-GENE-5892251,patl2
GeneID:100216241,NA,LOC100216241
GeneID:100216242,XB-GENE-992415,phf14
GeneID:100216243,XB-GENE-1004686,slc25a16
GeneID:100216244,XB-GENE-5999584,gcfc2
GeneID:100216245,XB-GENE-6001423,fam172b
GeneID:100216246,XB-GENE-5931898,insyn1
GeneID:100216247,XB-GENE-494209,u2surp
GeneID:100216248,XB-GENE-6000372,atxn2l
GeneID:100216249,XB-GENE-976145,limk2
GeneID:100216250,XB-GENE-5816927,kdm1a
GeneID:100216251,XB-GENE-492351,syne2
GeneID:100216252,XB-GENE-1010761,ogdh
GeneID:100216253,XB-GENE-986385,sec16a
GeneID:100216254,XB-GENE-490766,grpel2
GeneID:100216255,XB-GENE-486274,c3
GeneID:100216257,XB-GENE-992620,dock6
GeneID:100216258,XB-GENE-6000361,dmbt1
GeneID:100216259,XB-GENE-5859147,brd4
GeneID:100216260,XB-GENE-5997807,ppp4r1l
GeneID:100216261,XB-GENE-6455203,tdrd1
GeneID:100216262,XB-GENE-6457314,ebp
GeneID:100216263,XB-GENE-6001438,pfas
GeneID:100216264,XB-GENE-994068,kpnb1
GeneID:100216265,XB-GENE-5883772,hells
GeneID:100216266,XB-GENE-1000684,pfkm
GeneID:100216267,XB-GENE-5876583,acadvl
GeneID:100216268,XB-GENE-973251,chpt1
GeneID:100216269,XB-GENE-967347,styx
GeneID:100216270,XB-GENE-961246,eci2
GeneID:100216271,XB-GENE-950921,lnpep
GeneID:100216272,XB-GENE-950368,bcap29
GeneID:100216273,XB-GENE-960682,iqcd
GeneID:100216274,XB-GENE-5846621,sfxn3
GeneID:100216275,XB-GENE-5787751,ribc1
GeneID:100216276,XB-GENE-970892,emp1
GeneID:100216277,XB-GENE-6257528,ino80b
GeneID:100216278,XB-GENE-5819844,apool
GeneID:100216279,XB-GENE-6455199,itgb5
GeneID:100216280,XB-GENE-1005835,unc50
GeneID:100216281,XB-GENE-493776,mbd2
GeneID:100216282,XB-GENE-493450,rhog2
GeneID:100216283,XB-GENE-988335,cmah
GeneID:100216284,XB-GENE-951123,larp4
GeneID:100216285,XB-GENE-994188,trpt1
GeneID:100216286,XB-GENE-5849758,lgals1.3
GeneID:100216287,XB-GENE-953714,aif1l
GeneID:100216288,XB-GENE-975143,epgn
GeneID:100216289,XB-GENE-958208,nploc4
GeneID:100216290,XB-GENE-982706,lamp1
GeneID:100216292,XB-GENE-1009170,xpot
GeneID:100216293,XB-GENE-974167,mia
GeneID:100216294,XB-GENE-946791,mdm4
GeneID:100216295,XB-GENE-957464,septin7
GeneID:100216296,XB-GENE-961303,soat2
GeneID:100216297,XB-GENE-5811219,mettl18
GeneID:100216298,XB-GENE-947350,dcps
GeneID:100216299,XB-GENE-1008908,chd3
GeneID:100216300,XB-GENE-922589,myom2
GeneID:100216302,XB-GENE-5753919,phr
GeneID:100216303,XB-GENE-970920,mrps11
GeneID:100216304,XB-GENE-1018594,crp.4
GeneID:100216305,XB-GENE-973889,hba2
GeneID:100216306,XB-GENE-957068,tns1
GeneID:100216307,XB-GENE-967321,eif2ak4
GeneID:100216308,NA,LOC100216308
GeneID:100216446,XB-GENE-488149,ifng
GeneID:100216447,XB-GENE-492528,trpm1
GeneID:100216448,XB-GENE-852787,upk2
GeneID:100216449,XB-GENE-921689,dscam
GeneID:100216450,XB-GENE-961818,homez
GeneID:100216453,XB-GENE-1002755,map3k15
GeneID:100217320,XB-GENE-996513,ptpn23
GeneID:100217321,XB-GENE-943997,ndst2
GeneID:100217323,XB-GENE-22169585,lemd1
GeneID:100217324,XB-GENE-485966,fgf1
GeneID:100217325,XB-GENE-480496,fgf4
GeneID:100217326,XB-GENE-1018159,fgf6
GeneID:100217327,XB-GENE-484466,fgf9
GeneID:100217328,XB-GENE-483674,fgf14
GeneID:100217329,XB-GENE-486499,fgf19
GeneID:100217330,XB-GENE-22041696,eln2
GeneID:100217357,XB-GENE-982166,jarid2
GeneID:100233214,XB-GENE-6451172,kiss1
GeneID:100233215,XB-GENE-481152,fgf22
GeneID:100233216,XB-GENE-5731975,tinf2
GeneID:100233217,XB-GENE-990299,terf2
GeneID:100233218,XB-GENE-481880,fgf20
GeneID:100233219,XB-GENE-920236,fgf23.1
GeneID:100270674,XB-GENE-5934627,velo1
GeneID:100270675,XB-GENE-5963241,cd40
GeneID:100270676,XB-GENE-6076969,zbed4
GeneID:100270771,XB-GENE-959037,cntrl
GeneID:100270772,XB-GENE-1005599,ccnb2
GeneID:100270773,XB-GENE-1016003,cbfb
GeneID:100270774,XB-GENE-5766063,cmip
GeneID:100271747,XB-GENE-485361,nr5a1
GeneID:100271748,XB-GENE-6458604,dmp1
GeneID:100271749,XB-GENE-6453554,enam
GeneID:100271750,XB-GENE-6453126,ibsp
GeneID:100271751,XB-GENE-6453526,odam
GeneID:100271752,XB-GENE-6458610,dspp
GeneID:100271753,XB-GENE-29071330,scppa2
GeneID:100271754,XB-GENE-985164,arc
GeneID:100271760,XB-GENE-958068,jpt1
GeneID:100271761,XB-GENE-966092,enc1
GeneID:100271762,XB-GENE-973353,taf9b
GeneID:100271763,XB-GENE-1009779,lig1
GeneID:100271764,XB-GENE-1013778,srpra
GeneID:100271765,XB-GENE-5831952,rpgrip1l
GeneID:100271766,XB-GENE-5952810,hes5.4
GeneID:100271885,XB-GENE-479615,spib
