NCBI-GENE-ID,XB-GENE-ID,#GENE_SYMBOL
GeneID:100485502,XB-GENE-923007,musk
GeneID:100127630,XB-GENE-1001564,mustn1
GeneID:780292,XB-GENE-998137,mutyh
GeneID:100127799,XB-GENE-5895174,mvb12a
GeneID:549326,XB-GENE-945521,mvb12b
GeneID:394871,XB-GENE-975218,mvd
GeneID:100492928,XB-GENE-998892,mvk
GeneID:779746,XB-GENE-5880837,mvp
GeneID:101732122,XB-GENE-996855,mx1
GeneID:779675,XB-GENE-943715,mxd1
GeneID:550053,XB-GENE-867571,mxd3
GeneID:100124794,XB-GENE-6257573,mxd4
GeneID:493491,XB-GENE-493086,mxi1
GeneID:100495231,XB-GENE-923372,mxra5
GeneID:594877,XB-GENE-953446,mxra7
GeneID:100101754,XB-GENE-921677,mxra8
GeneID:448507,XB-GENE-966240,myadm
GeneID:100486424,XB-GENE-967754,myadml2
GeneID:613049,XB-GENE-867553,myb
GeneID:100135739,XB-GENE-999106,mybbp1a
GeneID:100491549,XB-GENE-986560,mybl1
GeneID:100126220,XB-GENE-982419,mybl2
GeneID:100487880,XB-GENE-486401,mybpc1
GeneID:100127192,XB-GENE-923190,mybpc2
GeneID:100127177,XB-GENE-479643,mybpc3
GeneID:734124,XB-GENE-1018430,mybph
GeneID:395024,XB-GENE-6052814,myc
GeneID:549789,XB-GENE-490310,mycbp
GeneID:100379925,XB-GENE-998752,mycbp2
GeneID:100497598,XB-GENE-6257906,mycbpap
GeneID:496561,XB-GENE-6453835,mycl
GeneID:448649,XB-GENE-478859,mycn
GeneID:780331,XB-GENE-953939,myct1
GeneID:549591,XB-GENE-486650,myd88
GeneID:100101683,XB-GENE-484243,mydgf
GeneID:548789,XB-GENE-854005,myef2
GeneID:394529,XB-GENE-493550,myf5
GeneID:549914,XB-GENE-998203,myf6
GeneID:594885,XB-GENE-1004333,myg1
GeneID:100158525,XB-GENE-5957388,myh10
GeneID:100490639,XB-GENE-6459772,myh11
GeneID:100492956,XB-GENE-5993071,myh13
GeneID:100487082,XB-GENE-999078,myh15
GeneID:448514,XB-GENE-5760121,myh2
GeneID:448762,XB-GENE-989276,myh3
GeneID:407946,XB-GENE-989283,myh4
GeneID:100216059,XB-GENE-968718,myh6
GeneID:100216111,XB-GENE-992453,myh7
GeneID:100486122,XB-GENE-6048377,myh7b
GeneID:100379877,XB-GENE-5954541,myh8
GeneID:100487997,XB-GENE-1002222,myh9
GeneID:394551,XB-GENE-970333,myl1
GeneID:100170437,XB-GENE-986520,myl10
GeneID:394763,XB-GENE-969363,myl11
GeneID:448060,XB-GENE-991019,myl12b
GeneID:100135705,XB-GENE-482091,myl2
GeneID:394608,XB-GENE-946570,myl3
GeneID:100124786,XB-GENE-977611,myl4
GeneID:394742,XB-GENE-5931386,myl6
GeneID:100135145,XB-GENE-964041,myl7
GeneID:100124811,XB-GENE-5949813,myl9
GeneID:549813,XB-GENE-949814,mylip
GeneID:101730432,XB-GENE-22164540,mylk
GeneID:100498243,XB-GENE-980367,mylk3
GeneID:100497991,XB-GENE-6050465,mylk4
GeneID:100489678,XB-GENE-923293,mylkl
GeneID:101730887,XB-GENE-941010,mynn
GeneID:548806,XB-GENE-1018818,myo10
GeneID:100495096,XB-GENE-5995373,myo10.2
GeneID:100488159,XB-GENE-492609,myo15a
GeneID:100485698,XB-GENE-6045939,myo15b
GeneID:100486369,XB-GENE-1010948,myo16
GeneID:548784,XB-GENE-1013112,myo18a
GeneID:100496668,XB-GENE-876492,myo18b
GeneID:734140,XB-GENE-999897,myo19
GeneID:493425,XB-GENE-979281,myo1a
GeneID:100380193,XB-GENE-1009886,myo1c
GeneID:100497691,XB-GENE-5877220,myo1d
GeneID:100158599,XB-GENE-1005591,myo1e.1
GeneID:496494,XB-GENE-5913944,myo1e.2
GeneID:100493342,XB-GENE-5909751,myo1f
GeneID:100492763,XB-GENE-963784,myo1h
GeneID:100495574,XB-GENE-6032645,myo3a
GeneID:100498312,XB-GENE-492483,myo3b
GeneID:100495365,XB-GENE-1004102,myo5a
GeneID:100379760,XB-GENE-988439,myo5b
GeneID:100495210,XB-GENE-1004095,myo5c
GeneID:493193,XB-GENE-1012303,myo6
GeneID:100491335,XB-GENE-494060,myo7a
GeneID:100497625,XB-GENE-6033569,myo7b
GeneID:100216086,XB-GENE-492474,myo9a
GeneID:100492218,XB-GENE-985043,myo9b
GeneID:100489733,XB-GENE-6258532,myoc
GeneID:100498057,XB-GENE-485261,myocd
GeneID:394569,XB-GENE-1017498,myod1
GeneID:100037837,XB-GENE-5957842,myof
GeneID:549479,XB-GENE-490105,myog
GeneID:100101675,XB-GENE-923326,myom1
GeneID:100216300,XB-GENE-922589,myom2
GeneID:101734332,XB-GENE-490325,myom3
GeneID:100493308,XB-GENE-6047570,myorg
GeneID:100135735,XB-GENE-1214868,myos
GeneID:549913,XB-GENE-955641,myot
GeneID:448363,XB-GENE-987357,myoz1
GeneID:496895,XB-GENE-942886,myoz2
GeneID:496725,XB-GENE-945166,myoz3
GeneID:100495211,XB-GENE-988987,mypn
GeneID:100216049,XB-GENE-999497,mypop
GeneID:100494087,XB-GENE-22169523,mypop2 (provisional)
GeneID:100486798,XB-GENE-1020968,myrf
GeneID:100492232,XB-GENE-1021771,myrfl
GeneID:100490150,XB-GENE-956200,myrip
GeneID:100126685,XB-GENE-1032957,mysm1
GeneID:100490628,XB-GENE-1009975,myt1
GeneID:100494385,XB-GENE-988137,myt1l
GeneID:100135268,XB-GENE-5886632,myzap
GeneID:549135,XB-GENE-5837785,mzt1
GeneID:733867,XB-GENE-5737867,mzt2b
GeneID:448184,XB-GENE-1216138,n4bp1
GeneID:100493484,XB-GENE-6095669,n4bp2
GeneID:100135379,XB-GENE-1001194,n4bp2l1
GeneID:100493321,XB-GENE-940670,n4bp2l2
GeneID:100490144,XB-GENE-988982,n4bp3
GeneID:100380133,XB-GENE-5899961,n6amt1
GeneID:493223,XB-GENE-966356,naa10
GeneID:549755,XB-GENE-960101,naa15
GeneID:100486426,XB-GENE-1013076,naa16
GeneID:394715,XB-GENE-969863,naa20
GeneID:100038044,XB-GENE-486846,naa25
GeneID:100379895,XB-GENE-877040,naa30
GeneID:447988,XB-GENE-5926935,naa35
GeneID:100038287,XB-GENE-5856115,naa38
GeneID:100145481,XB-GENE-5846020,naa40
GeneID:496547,XB-GENE-996002,naa50
GeneID:100127619,XB-GENE-941561,naa60
GeneID:100498314,XB-GENE-987129,naa80
GeneID:448239,XB-GENE-1006650,naaa
GeneID:594947,XB-GENE-954117,naalad2
GeneID:100487953,XB-GENE-5831737,naaladl1
GeneID:100498087,XB-GENE-6037322,naaladl2
GeneID:100145272,XB-GENE-1013984,nab1
GeneID:100145178,XB-GENE-957953,nab2
GeneID:493352,XB-GENE-985188,nabp2
GeneID:493239,XB-GENE-969062,naca
GeneID:100127557,XB-GENE-5961006,nacad
GeneID:733749,XB-GENE-979467,nacc1
GeneID:100125188,XB-GENE-986407,nacc2
GeneID:448246,XB-GENE-956810,nadk
GeneID:780144,XB-GENE-991224,nadk2
GeneID:100145482,XB-GENE-971835,nadsyn1
GeneID:100145030,XB-GENE-971667,nae1
GeneID:100170163,XB-GENE-5717739,naf1
GeneID:779501,XB-GENE-5832581,naga
GeneID:100485993,XB-GENE-978864,nagk
GeneID:100489327,XB-GENE-6030768,naglu
GeneID:100380073,XB-GENE-996371,nagpa
GeneID:100488724,XB-GENE-987007,nags
GeneID:549107,XB-GENE-986890,naif1
GeneID:780128,XB-GENE-1011763,naip
GeneID:100492286,XB-GENE-1012705,nalcn
GeneID:100486518,XB-GENE-6032641,nalf1
GeneID:100124919,XB-GENE-952379,nalf2
GeneID:496856,XB-GENE-491365,nampt
GeneID:394451,XB-GENE-868377,nanos1
GeneID:101733512,XB-GENE-868494,nanos3
GeneID:549940,XB-GENE-1008548,nanp
GeneID:100492893,XB-GENE-977732,nans
GeneID:407956,XB-GENE-484197,nap1l1
GeneID:780369,XB-GENE-484943,nap1l4
GeneID:496733,XB-GENE-957233,napa
GeneID:780021,XB-GENE-954550,napb
GeneID:100494898,XB-GENE-962615,napepld
GeneID:100135361,XB-GENE-967831,napg
GeneID:100127650,XB-GENE-995436,naprt
GeneID:448214,XB-GENE-947098,napsa
GeneID:100380188,XB-GENE-972855,narf
GeneID:100379908,XB-GENE-965615,nars1
GeneID:100145238,XB-GENE-944603,nars2
GeneID:733514,XB-GENE-980254,nasp
GeneID:779537,XB-GENE-5858432,nat10
GeneID:733854,XB-GENE-1017192,nat14
GeneID:779909,XB-GENE-5881951,nat16
GeneID:101734214,XB-GENE-22062351,nat2
GeneID:100124951,XB-GENE-5840789,nat8.1
GeneID:100489204,XB-GENE-22166516,nat8.2
GeneID:100489358,XB-GENE-988088,nat8.3
GeneID:493291,XB-GENE-5771028,nat8.4
GeneID:100489520,XB-GENE-6464258,nat8.5
GeneID:101731538,XB-GENE-22166529,nat8.6
GeneID:100145252,XB-GENE-5780700,nat8.7
GeneID:101731427,XB-GENE-22166525,nat8.8
GeneID:100489847,XB-GENE-6044534,nat8b.2
GeneID:100124940,XB-GENE-5817008,nat8l
GeneID:100495076,XB-GENE-968973,nat9
GeneID:493452,XB-GENE-6458151,natd1
GeneID:100495951,XB-GENE-981217,nav1
GeneID:733744,XB-GENE-1008034,nav2
GeneID:100486471,XB-GENE-6044394,nav3
GeneID:549064,XB-GENE-982726,naxd
GeneID:100489212,XB-GENE-921967,naxe
GeneID:100489377,XB-GENE-6450119,nbas
GeneID:100490814,XB-GENE-951576,nbea
GeneID:100494980,XB-GENE-990549,nbeal1
GeneID:100486550,XB-GENE-6038810,nbeal2
GeneID:448558,XB-GENE-479181,nbl1
GeneID:733826,XB-GENE-943036,nbn
GeneID:100485564,XB-GENE-949692,nbr1
GeneID:100170190,XB-GENE-948387,ncald
GeneID:100038291,XB-GENE-923171,ncam1
GeneID:100151722,XB-GENE-1217730,ncam2
GeneID:779471,XB-GENE-961217,ncan
GeneID:100491414,XB-GENE-5854776,ncapd2
GeneID:100495597,XB-GENE-990932,ncapd3
GeneID:394798,XB-GENE-5783775,ncapg
GeneID:100495586,XB-GENE-1002744,ncapg2
GeneID:493346,XB-GENE-5738397,ncaph
GeneID:733729,XB-GENE-993063,ncaph2
GeneID:448484,XB-GENE-5841194,ncbp1
GeneID:448671,XB-GENE-1005786,ncbp2
GeneID:448518,XB-GENE-5831122,ncbp3
GeneID:100486595,XB-GENE-1013762,nccrp1
GeneID:100494451,XB-GENE-968620,ncdn
GeneID:493371,XB-GENE-959943,nceh1
GeneID:100124318,XB-GENE-999123,ncf1
GeneID:619367,XB-GENE-482959,ncf2
GeneID:595084,XB-GENE-942832,ncf4
GeneID:493463,XB-GENE-6085807,nck1
GeneID:493349,XB-GENE-6083355,nck2
GeneID:100379683,XB-GENE-949166,nckap1
GeneID:100491829,XB-GENE-953118,nckap1l
GeneID:100493761,XB-GENE-6460510,nckap5l
GeneID:100170192,XB-GENE-1010951,nckipsd
GeneID:733759,XB-GENE-989986,ncl
GeneID:595051,XB-GENE-1004030,ncln
GeneID:100498121,XB-GENE-5800493,ncmap
GeneID:100127189,XB-GENE-494349,ncoa1
GeneID:100216190,XB-GENE-482311,ncoa2
GeneID:733554,XB-GENE-486618,ncoa3
GeneID:100497661,XB-GENE-1008638,ncoa4
GeneID:394533,XB-GENE-5926600,ncoa5
GeneID:100496995,XB-GENE-982450,ncoa6
GeneID:100487448,XB-GENE-6048551,ncoa7
GeneID:613105,XB-GENE-483288,ncor1
GeneID:733898,XB-GENE-5963150,ncor2
GeneID:100492728,XB-GENE-485355,ncr3
GeneID:116410227,XB-GENE-25875148,ncr3lg1l
GeneID:116410361,XB-GENE-25875126,ncr3lg1l.2
GeneID:394570,XB-GENE-953740,ncs1
GeneID:100170459,XB-GENE-955077,ncstn
GeneID:549567,XB-GENE-5736320,ndc1
GeneID:496580,XB-GENE-997352,ndc80
GeneID:493358,XB-GENE-1005616,nde1
GeneID:548955,XB-GENE-989304,ndel1
GeneID:613097,XB-GENE-961957,ndfip1
GeneID:549748,XB-GENE-1014517,ndfip2
GeneID:100125014,XB-GENE-1016849,ndnf
GeneID:100495023,XB-GENE-22066196,ndnf
GeneID:100388368,XB-GENE-22066210,ndnfl
GeneID:100145485,XB-GENE-956252,ndor1
GeneID:100494098,XB-GENE-852783,ndp
GeneID:493508,XB-GENE-993273,ndrg1
GeneID:493281,XB-GENE-951910,ndrg2
GeneID:448498,XB-GENE-5757269,ndrg3
GeneID:448335,XB-GENE-941128,ndrg4
GeneID:496577,XB-GENE-955052,ndst1
GeneID:100217321,XB-GENE-943997,ndst2
GeneID:100145653,XB-GENE-1001604,ndst3
GeneID:100380006,XB-GENE-951845,ndst4
GeneID:100135137,XB-GENE-1008465,ndufa1
GeneID:496724,XB-GENE-949136,ndufa10
GeneID:100170627,XB-GENE-1006627,ndufa11
GeneID:496534,XB-GENE-5730172,ndufa12
GeneID:394495,XB-GENE-5961869,ndufa13
GeneID:100124807,XB-GENE-948146,ndufa2
GeneID:549801,XB-GENE-1006323,ndufa3
GeneID:549792,XB-GENE-5863763,ndufa4
GeneID:734141,XB-GENE-5889719,ndufa5
GeneID:550108,XB-GENE-1002262,ndufa6
GeneID:100492017,XB-GENE-1006606,ndufa7
GeneID:100125113,XB-GENE-979564,ndufa8
GeneID:496917,XB-GENE-949551,ndufa9
GeneID:448707,XB-GENE-971071,ndufab1
GeneID:549907,XB-GENE-1007618,ndufaf1
GeneID:100489348,XB-GENE-6031729,ndufaf2
GeneID:448535,XB-GENE-999944,ndufaf3
GeneID:100216234,XB-GENE-5852768,ndufaf4
GeneID:549152,XB-GENE-975960,ndufaf5
GeneID:100135115,XB-GENE-980144,ndufaf6
GeneID:548899,XB-GENE-996599,ndufaf7
GeneID:100485816,XB-GENE-982989,ndufb1
GeneID:550004,XB-GENE-5887772,ndufb10
GeneID:100127720,XB-GENE-1009607,ndufb2
GeneID:549966,XB-GENE-973092,ndufb3
GeneID:549790,XB-GENE-6455426,ndufb4
GeneID:550057,XB-GENE-970652,ndufb5
GeneID:549244,XB-GENE-5862025,ndufb6
GeneID:549990,XB-GENE-1005640,ndufb7
GeneID:733466,XB-GENE-962918,ndufb8
GeneID:779705,XB-GENE-956598,ndufb9
GeneID:100127759,XB-GENE-963768,ndufc1
GeneID:100488920,XB-GENE-979881,ndufc2
GeneID:100380019,XB-GENE-961231,ndufs1
GeneID:394993,XB-GENE-975277,ndufs2
GeneID:394690,XB-GENE-997488,ndufs3
GeneID:100125122,XB-GENE-947419,ndufs4
GeneID:549928,XB-GENE-946984,ndufs5
GeneID:100127764,XB-GENE-1009702,ndufs6
GeneID:779850,XB-GENE-1008982,ndufs7
GeneID:448777,XB-GENE-945877,ndufs8
GeneID:496988,XB-GENE-495063,ndufv1
GeneID:549920,XB-GENE-963050,ndufv2
GeneID:100497622,XB-GENE-22068754,ndufv3
GeneID:100491666,XB-GENE-954344,neb
GeneID:100496676,XB-GENE-492269,nebl
GeneID:100125028,XB-GENE-943030,necab1
GeneID:100492457,XB-GENE-6461230,necab2
GeneID:100497938,XB-GENE-982486,necab3
GeneID:100485458,XB-GENE-996831,necap1
GeneID:100037850,XB-GENE-6049186,necap2
GeneID:100488406,XB-GENE-986141,nectin1
GeneID:100145297,XB-GENE-22065634,nectin1l1
GeneID:100485504,XB-GENE-22065638,nectin1l2.1
GeneID:100145553,XB-GENE-5962435,nectin1l2.2
GeneID:448156,XB-GENE-947429,nectin2
GeneID:100496233,XB-GENE-963226,nectin3
GeneID:734129,XB-GENE-6453729,nectin4
GeneID:779911,XB-GENE-489625,nedd1
GeneID:100496333,XB-GENE-478443,nedd4
GeneID:448382,XB-GENE-489248,nedd4l
GeneID:549727,XB-GENE-6067551,nedd8
GeneID:100487989,XB-GENE-490926,nedd9
GeneID:448000,XB-GENE-876557,neff1
GeneID:100101753,XB-GENE-920068,nefh
GeneID:100216135,XB-GENE-492106,nefl
GeneID:780230,XB-GENE-6457034,nefm
GeneID:100127726,XB-GENE-987949,negr1
GeneID:100124806,XB-GENE-1013384,neil1
GeneID:100135209,XB-GENE-1000519,neil2
GeneID:549955,XB-GENE-1001611,neil3
GeneID:100036653,XB-GENE-983162,nek1
GeneID:100489398,XB-GENE-6042069,nek10
GeneID:779890,XB-GENE-955651,nek11
GeneID:407849,XB-GENE-962774,nek2
GeneID:448198,XB-GENE-973192,nek3
GeneID:780225,XB-GENE-5914376,nek4
GeneID:100497645,XB-GENE-1012494,nek5
GeneID:448328,XB-GENE-956751,nek6
GeneID:780029,XB-GENE-962512,nek7
GeneID:448753,XB-GENE-990378,nek8
GeneID:100216232,XB-GENE-974101,nek9
GeneID:100135733,XB-GENE-988837,nelfa
GeneID:496936,XB-GENE-5814644,nelfb
GeneID:595074,XB-GENE-995867,nelfcd
GeneID:100038199,XB-GENE-482911,nelfe
GeneID:779470,XB-GENE-920228,nell1
GeneID:100037839,XB-GENE-852641,nell2
GeneID:100495411,XB-GENE-23659515,nell3
GeneID:100497173,XB-GENE-5772016,nemf
GeneID:594887,XB-GENE-974573,nemp1
GeneID:595013,XB-GENE-972221,nenf
GeneID:100170189,XB-GENE-922578,neo1
GeneID:100380138,XB-GENE-5928587,nepro
GeneID:100486009,XB-GENE-490506,nes
GeneID:780346,XB-GENE-487220,net1
GeneID:100492295,XB-GENE-1013796,neto1
GeneID:780374,XB-GENE-980372,neto2
GeneID:100485853,XB-GENE-959028,neu1
GeneID:100496715,XB-GENE-996645,neu3
GeneID:100496083,XB-GENE-22061928,neu3.2
GeneID:100496869,XB-GENE-6049935,neu3.3
GeneID:100486976,XB-GENE-959717,neu4
GeneID:100036686,XB-GENE-954449,neurl1
GeneID:100496809,XB-GENE-6469687,neurl1b
GeneID:100494896,XB-GENE-1010743,neurl2
GeneID:100145805,XB-GENE-5797365,neurl3
GeneID:100036703,XB-GENE-5825550,neurl4
GeneID:100038290,XB-GENE-963757,neurod1
GeneID:779941,XB-GENE-1008512,neurod2
GeneID:100124310,XB-GENE-972704,neurod4
GeneID:779726,XB-GENE-969227,neurod6
GeneID:100144651,XB-GENE-491452,neurog1
GeneID:100493110,XB-GENE-491040,neurog2
GeneID:100038294,XB-GENE-876279,neurog3
GeneID:101731422,XB-GENE-6041911,nexmif
GeneID:100145334,XB-GENE-493147,nexn
GeneID:100493879,XB-GENE-488024,nf1
GeneID:779815,XB-GENE-984959,nf2
GeneID:100485986,XB-GENE-922969,nfasc
GeneID:100495532,XB-GENE-6069990,nfat5
GeneID:780197,XB-GENE-876756,nfatc1
GeneID:100490186,XB-GENE-492278,nfatc2
GeneID:779990,XB-GENE-6457267,nfatc2ip
GeneID:100216091,XB-GENE-493918,nfatc3
GeneID:100489466,XB-GENE-876539,nfatc4
GeneID:100170151,XB-GENE-483914,nfe2
GeneID:100151700,XB-GENE-481363,nfe2l1
GeneID:493217,XB-GENE-943926,nfe2l2
GeneID:100038200,XB-GENE-483338,nfe2l3
GeneID:100498088,XB-GENE-1010393,nfia
GeneID:100036601,XB-GENE-486376,nfib
GeneID:100491004,XB-GENE-484367,nfic
GeneID:548427,XB-GENE-479624,nfil3
GeneID:100486093,XB-GENE-29071396,nfil3l
GeneID:100158549,XB-GENE-992650,nfix
GeneID:100486083,XB-GENE-985746,nfkb1
GeneID:448550,XB-GENE-970084,nfkb2
GeneID:448138,XB-GENE-491079,nfkbia
GeneID:100494459,XB-GENE-493258,nfkbid
GeneID:100145466,XB-GENE-6257625,nfkbie
GeneID:100038228,XB-GENE-493351,nfkbil1
GeneID:100170483,XB-GENE-981412,nfkbiz
GeneID:394815,XB-GENE-6258496,nfrkb
GeneID:100485815,XB-GENE-1010917,nfs1
GeneID:779809,XB-GENE-1002900,nfu1
GeneID:100488254,XB-GENE-1020985,nfx1
GeneID:100126060,XB-GENE-964724,nfxl1
GeneID:394530,XB-GENE-942007,nfya
GeneID:100135753,XB-GENE-1006106,nfyb
GeneID:394813,XB-GENE-1218938,nfyc
GeneID:594898,XB-GENE-961804,ngb
GeneID:395016,XB-GENE-946309,ngdn
GeneID:100487663,XB-GENE-950834,ngef
GeneID:100170161,XB-GENE-1013200,ngf
GeneID:100493992,XB-GENE-977685,ngfr
GeneID:100488447,XB-GENE-963941,ngly1
GeneID:779519,XB-GENE-5753472,ngrn
GeneID:100145147,XB-GENE-5750961,nhej1
GeneID:448423,XB-GENE-487362,nherf1
GeneID:100216077,XB-GENE-481282,nherf2
GeneID:100489736,XB-GENE-486153,nherf4
GeneID:100125788,XB-GENE-989790,nhlh1
GeneID:100492212,XB-GENE-1010800,nhlrc1
GeneID:101734308,XB-GENE-13579833,nhlrc2
GeneID:100497010,XB-GENE-988782,nhlrc3
GeneID:101734263,XB-GENE-6036169,nhlrc4
GeneID:394586,XB-GENE-973261,nhp2
GeneID:100498628,XB-GENE-5872334,nhs
GeneID:100216152,XB-GENE-5992635,nhsl1
GeneID:100486042,XB-GENE-6467658,nhsl2
GeneID:100145245,XB-GENE-989691,niban2
GeneID:100493221,XB-GENE-1003556,nid1
GeneID:100036716,XB-GENE-967329,nid2
GeneID:549109,XB-GENE-1016729,nif3l1
GeneID:448106,XB-GENE-940532,nifk
GeneID:100491267,XB-GENE-982757,nim1k
GeneID:779600,XB-GENE-954251,nin
GeneID:493383,XB-GENE-959247,ninj1
GeneID:100124705,XB-GENE-990139,ninl
GeneID:100125143,XB-GENE-1005412,nip7
GeneID:100488355,XB-GENE-961419,nipa1
GeneID:496590,XB-GENE-973321,nipa2
GeneID:100491823,XB-GENE-950951,nipal1
GeneID:448636,XB-GENE-13579719,nipal2
GeneID:549681,XB-GENE-946030,nipal3
GeneID:448461,XB-GENE-1007653,nipal4
GeneID:100038237,XB-GENE-853274,nipbl
GeneID:548786,XB-GENE-984936,nipsnap1
GeneID:733910,XB-GENE-5829147,nipsnap2
GeneID:448244,XB-GENE-6050328,nipsnap3a
GeneID:100170568,XB-GENE-5968394,nisch
GeneID:100486660,XB-GENE-975428,nit1
GeneID:549387,XB-GENE-946902,nit2
GeneID:780051,XB-GENE-946558,nkain1
GeneID:100487100,XB-GENE-6467217,nkain2
GeneID:779682,XB-GENE-5816251,nkain3
GeneID:448628,XB-GENE-6455573,nkain4
GeneID:448165,XB-GENE-6459443,nkap
GeneID:733549,XB-GENE-5787165,nkapd1
GeneID:549552,XB-GENE-480911,nkd1
GeneID:100489722,XB-GENE-484258,nkiras1
GeneID:100491230,XB-GENE-482359,nkiras2
GeneID:100489552,XB-GENE-6049035,nkpd1
GeneID:733948,XB-GENE-877251,nkrf
GeneID:100145676,XB-GENE-992970,nktr
GeneID:100493120,XB-GENE-488879,nkx1-1
GeneID:100486193,XB-GENE-854960,nkx1-2
GeneID:100135015,XB-GENE-485985,nkx2-1
GeneID:100038077,XB-GENE-482219,nkx2-2
GeneID:100486189,XB-GENE-852996,nkx2-3
GeneID:100495653,XB-GENE-487481,nkx2-4
GeneID:100144646,XB-GENE-487966,nkx2-5
GeneID:100038094,XB-GENE-486951,nkx2-6
GeneID:394548,XB-GENE-853981,nkx2-8
GeneID:100038192,XB-GENE-479027,nkx3-1
GeneID:100497965,XB-GENE-876834,nkx3-2
GeneID:100485176,XB-GENE-479908,nkx3-3
GeneID:549337,XB-GENE-483574,nkx6-1
GeneID:100038084,XB-GENE-484527,nkx6-2
GeneID:100489301,XB-GENE-478609,nkx6-3
GeneID:779995,XB-GENE-984059,nle1
GeneID:100329186,XB-GENE-6041753,nlgn1
GeneID:100329187,XB-GENE-6034906,nlgn2
GeneID:100329188,XB-GENE-977261,nlgn3
GeneID:100329189,XB-GENE-6036018,nlgn4x
GeneID:100144638,XB-GENE-483544,nlk
GeneID:100144684,XB-GENE-1218923,nlk.2
GeneID:100158603,XB-GENE-960645,nln
GeneID:100158644,XB-GENE-981781,nlrc3
GeneID:733844,XB-GENE-5858611,nlrc4
GeneID:100497638,XB-GENE-6462433,nlrc5
GeneID:100497524,XB-GENE-5910168,nlrp3
GeneID:108648258,XB-GENE-22068762,nlrp4
GeneID:100489572,XB-GENE-6039800,nlrx1
GeneID:100494327,XB-GENE-5967565,nmb
GeneID:105947314,XB-GENE-6074611,nmbr
GeneID:394998,XB-GENE-942228,nmd3
GeneID:448725,XB-GENE-923233,nme2
GeneID:448695,XB-GENE-999215,nme3
GeneID:734101,XB-GENE-5926500,nme4
GeneID:780075,XB-GENE-951087,nme5
GeneID:100170458,XB-GENE-969918,nme6
GeneID:394498,XB-GENE-987403,nme7
GeneID:100158550,XB-GENE-5862235,nme9
GeneID:613094,XB-GENE-492655,nmi
GeneID:549526,XB-GENE-993368,nmnat1
GeneID:100124800,XB-GENE-945256,nmnat2
GeneID:549716,XB-GENE-5876798,nmral1
GeneID:100125192,XB-GENE-993956,nmrk1
GeneID:493441,XB-GENE-5806910,nmrk2
GeneID:100380009,XB-GENE-953051,nmt1
GeneID:779719,XB-GENE-946333,nmt2
GeneID:101731025,XB-GENE-6096088,nmu
GeneID:100498264,XB-GENE-940641,nmur1
GeneID:100498226,XB-GENE-6046084,nmur2
GeneID:496676,XB-GENE-5884307,nnmt
GeneID:100158572,XB-GENE-950270,nnt
GeneID:100488516,XB-GENE-967857,noa1
GeneID:549584,XB-GENE-1016105,nob1
GeneID:100494031,XB-GENE-22068768,nobox
GeneID:100491054,XB-GENE-6047990,noc2l
GeneID:100495691,XB-GENE-5957761,noc3l
GeneID:493276,XB-GENE-6458094,noc4l
GeneID:549285,XB-GENE-1014542,noct
GeneID:100488164,XB-GENE-990766,nod1
GeneID:100497218,XB-GENE-483209,nodal
GeneID:549075,XB-GENE-487169,nodal1
GeneID:100491883,XB-GENE-487474,nodal2
GeneID:394458,XB-GENE-5964399,nodal3.1
GeneID:100491713,XB-GENE-6458522,nodal3.2
GeneID:100495007,XB-GENE-483267,nodal5
GeneID:100496994,XB-GENE-485759,nodal6
GeneID:493191,XB-GENE-487724,nog
GeneID:550019,XB-GENE-487602,nog2
GeneID:733455,XB-GENE-478615,nog4
GeneID:407887,XB-GENE-5799993,nol10
GeneID:101734283,XB-GENE-6460563,nol11
GeneID:493530,XB-GENE-1011565,nol12
GeneID:100494971,XB-GENE-6037484,nol4
GeneID:100494288,XB-GENE-962007,nol4l
GeneID:496825,XB-GENE-994692,nol6
GeneID:100489073,XB-GENE-974999,nol7
GeneID:100135171,XB-GENE-6258524,nol8
GeneID:100145740,XB-GENE-984093,nol9
GeneID:395027,XB-GENE-6454592,nolc1
GeneID:100135096,XB-GENE-5954463,nom1
GeneID:100158535,XB-GENE-949390,nomo3
GeneID:403096,XB-GENE-1002494,nono
GeneID:548917,XB-GENE-1001719,nop10
GeneID:394902,XB-GENE-992782,nop14
GeneID:100124769,XB-GENE-991038,nop16
GeneID:100490904,XB-GENE-962291,nop2
GeneID:496890,XB-GENE-853827,nop53
GeneID:733535,XB-GENE-5879910,nop56
GeneID:394916,XB-GENE-990556,nop58
GeneID:100158615,XB-GENE-5918855,nop9
GeneID:100379928,XB-GENE-1006097,nopchap1
GeneID:100497595,XB-GENE-487610,nos1
GeneID:780172,XB-GENE-5751148,nos1ap
GeneID:100494698,XB-GENE-485093,nos2
GeneID:100486016,XB-GENE-480698,nos3
GeneID:394625,XB-GENE-945889,nosip
GeneID:100489418,XB-GENE-988808,nostrin
GeneID:100038059,XB-GENE-478518,not
GeneID:100037842,XB-GENE-479318,notch1
GeneID:100486344,XB-GENE-6046917,notch2
GeneID:100494244,XB-GENE-6450008,notch3
GeneID:100488695,XB-GENE-22063929,notch4
GeneID:100145278,XB-GENE-996986,notum
GeneID:100124925,XB-GENE-949963,nova1
GeneID:595078,XB-GENE-489037,nova2
GeneID:100495329,XB-GENE-1013455,nox1
GeneID:101733537,XB-GENE-1012418,nox4
