NCBI-GENE-ID,XB-GENE-ID,#GENE_SYMBOL
GeneID:100493611,XB-GENE-990456,chrna7
GeneID:100493319,XB-GENE-983401,chrna9
GeneID:100101688,XB-GENE-854457,chrnb2
GeneID:100379831,XB-GENE-5793509,chrnb3
GeneID:100497893,XB-GENE-985370,chrnb4
GeneID:548531,XB-GENE-989975,chrnd
GeneID:100497712,XB-GENE-979686,chrne
GeneID:100125132,XB-GENE-990010,chrng
GeneID:100492654,XB-GENE-1001308,chst1
GeneID:100487586,XB-GENE-5855976,chst10
GeneID:100125190,XB-GENE-955998,chst11
GeneID:548703,XB-GENE-1014616,chst12
GeneID:493458,XB-GENE-945720,chst13
GeneID:100496179,XB-GENE-1008667,chst14
GeneID:100487411,XB-GENE-990674,chst15
GeneID:549916,XB-GENE-991540,chst2
GeneID:100492673,XB-GENE-993289,chst3
GeneID:496807,XB-GENE-5812130,chst4
GeneID:100496630,XB-GENE-940656,chst5
GeneID:100495636,XB-GENE-960885,chst6
GeneID:100379720,XB-GENE-967556,chst7
GeneID:779984,XB-GENE-987442,chst8
GeneID:100486378,XB-GENE-22169229,chst9l.1
GeneID:101730847,XB-GENE-22169235,chst9l.4
GeneID:100036707,XB-GENE-961883,chsy1
GeneID:100494038,XB-GENE-980444,chsy3
GeneID:100380057,XB-GENE-987602,chtf18
GeneID:733462,XB-GENE-5729735,chtf8
GeneID:496726,XB-GENE-997791,chtop
GeneID:549654,XB-GENE-5910008,chuk
GeneID:493426,XB-GENE-853240,churc1
GeneID:549641,XB-GENE-1010751,ciao1
GeneID:100489623,XB-GENE-5812283,ciao2a
GeneID:548360,XB-GENE-5959878,ciao2b
GeneID:100127749,XB-GENE-987594,ciao3
GeneID:100490633,XB-GENE-998244,ciapin1
GeneID:100489530,XB-GENE-22068270,ciart
GeneID:496971,XB-GENE-970951,cib1
GeneID:780271,XB-GENE-985356,cib2
GeneID:496710,XB-GENE-5787572,cib3
GeneID:100135155,XB-GENE-960743,cibar1
GeneID:100486626,XB-GENE-6044519,cibar2
GeneID:100497168,XB-GENE-6467430,cic
GeneID:493350,XB-GENE-953574,cidea
GeneID:496919,XB-GENE-964767,cideb
GeneID:493464,XB-GENE-964503,cidec
GeneID:101734303,XB-GENE-992718,ciita
GeneID:100498050,XB-GENE-985841,cilk1
GeneID:100489475,XB-GENE-922666,cilp
GeneID:100491609,XB-GENE-6044552,cilp2
GeneID:100494750,XB-GENE-954228,cinp
GeneID:100216050,XB-GENE-5926363,cip2a
GeneID:100145786,XB-GENE-5806252,cipc
GeneID:100495464,XB-GENE-985440,cir1
GeneID:549982,XB-GENE-492781,cirbp
GeneID:448057,XB-GENE-973366,cisd1
GeneID:496970,XB-GENE-5969737,cisd2
GeneID:100127760,XB-GENE-5954062,cisd3
GeneID:100135018,XB-GENE-490099,cish
GeneID:100145758,XB-GENE-981097,cit
GeneID:101734146,XB-GENE-494499,cited1
GeneID:407853,XB-GENE-495035,cited2
GeneID:100380001,XB-GENE-946639,cited4
GeneID:100379813,XB-GENE-1015495,ciz1
GeneID:100496223,XB-GENE-1004436,ckap2
GeneID:100496257,XB-GENE-13579809,ckap2l
GeneID:779872,XB-GENE-5855800,ckap4
GeneID:100145713,XB-GENE-5871815,ckap5
GeneID:733543,XB-GENE-493156,ckb
GeneID:395005,XB-GENE-493628,ckm
GeneID:395000,XB-GENE-478738,ckmt1b
GeneID:100101691,XB-GENE-921479,cks1b
GeneID:548924,XB-GENE-922081,cks2
GeneID:100036688,XB-GENE-6049805,clasp1
GeneID:100145023,XB-GENE-6458768,clasrp
GeneID:779636,XB-GENE-1016363,clba1
GeneID:594875,XB-GENE-5838950,clca1.1
GeneID:100490932,XB-GENE-22065379,clca1.2
GeneID:100491100,XB-GENE-6043674,clca1.3
GeneID:100495107,XB-GENE-980364,clca2
GeneID:100158554,XB-GENE-5813523,clca3p
GeneID:100488301,XB-GENE-22065383,clca4.1
GeneID:100492930,XB-GENE-1010583,clcc1
GeneID:548821,XB-GENE-494214,clcf1
GeneID:100488889,XB-GENE-494657,clcn2
GeneID:100216107,XB-GENE-950794,clcn3
GeneID:100145074,XB-GENE-949931,clcn4
GeneID:734069,XB-GENE-5957241,clcn5
GeneID:100496474,XB-GENE-990272,clcn6
GeneID:733969,XB-GENE-995168,clcn7
GeneID:100487225,XB-GENE-6049695,clcnkb
GeneID:548421,XB-GENE-951609,cldn1
GeneID:101733407,XB-GENE-940691,cldn10
GeneID:100492817,XB-GENE-959936,cldn11
GeneID:549605,XB-GENE-974236,cldn12
GeneID:100491910,XB-GENE-995700,cldn14
GeneID:100124975,XB-GENE-994817,cldn15.1
GeneID:100491602,XB-GENE-983191,cldn15.2
GeneID:100496309,XB-GENE-971823,cldn16
GeneID:100487058,XB-GENE-22166252,cldn17.1
GeneID:100486904,XB-GENE-22166260,cldn17.3
GeneID:100492900,XB-GENE-991171,cldn18
GeneID:100490546,XB-GENE-954659,cldn19
GeneID:100489170,XB-GENE-994508,cldn2
GeneID:100485528,XB-GENE-984871,cldn22
GeneID:100490599,XB-GENE-986802,cldn23
GeneID:448229,XB-GENE-972426,cldn3
GeneID:101732192,XB-GENE-6462643,cldn34
GeneID:549417,XB-GENE-972439,cldn4
GeneID:448343,XB-GENE-976044,cldn5
GeneID:394468,XB-GENE-959181,cldn6.1
GeneID:100493413,XB-GENE-1009648,cldn6.2
GeneID:394674,XB-GENE-5786134,cldn7
GeneID:100485900,XB-GENE-1013205,cldn8.1
GeneID:100485738,XB-GENE-991597,cldn8.2
GeneID:100485589,XB-GENE-22166264,cldn8.3
GeneID:100145356,XB-GENE-991592,cldn8.4
GeneID:549013,XB-GENE-959962,cldnd1
GeneID:496661,XB-GENE-947983,clec10a
GeneID:100486234,XB-GENE-991740,clec11a
GeneID:100485489,XB-GENE-1002967,clec14a
GeneID:100488730,XB-GENE-1018324,clec16a
GeneID:100491258,XB-GENE-6049079,clec19a
GeneID:100486528,XB-GENE-986191,clec3a
GeneID:496907,XB-GENE-945743,clec3b
GeneID:100497788,XB-GENE-6035508,clec4e
GeneID:100497637,XB-GENE-6043650,clec4m
GeneID:100494636,XB-GENE-981033,clgn
GeneID:100145484,XB-GENE-967375,clhc1
GeneID:394484,XB-GENE-479419,clic1
GeneID:447989,XB-GENE-959390,clic3
GeneID:493290,XB-GENE-958154,clic4
GeneID:448566,XB-GENE-945566,clic5
GeneID:100486547,XB-GENE-6039572,clic6
GeneID:100491401,XB-GENE-1013621,clint1
GeneID:100124823,XB-GENE-1012946,clip1
GeneID:100487868,XB-GENE-1010626,clip2
GeneID:100145183,XB-GENE-5806327,clip3
GeneID:100495216,XB-GENE-922411,clip4
GeneID:549675,XB-GENE-6041600,clk1
GeneID:496828,XB-GENE-922501,clk2
GeneID:496952,XB-GENE-5861130,clk3
GeneID:100488669,XB-GENE-987920,clmn
GeneID:493539,XB-GENE-973667,clmp
GeneID:100124328,XB-GENE-997314,cln3
GeneID:733746,XB-GENE-960069,cln5
GeneID:100145280,XB-GENE-982586,cln6
GeneID:100489515,XB-GENE-952651,cln8
GeneID:101732734,XB-GENE-951486,clnk
GeneID:496644,XB-GENE-973104,clns1a
GeneID:100038163,XB-GENE-495448,clock
GeneID:493364,XB-GENE-1008970,clp1
GeneID:100145643,XB-GENE-994913,clpb
GeneID:100135748,XB-GENE-969408,clpp
GeneID:100135140,XB-GENE-982642,clps
GeneID:100491880,XB-GENE-949804,clptm1
GeneID:780231,XB-GENE-942384,clptm1l
GeneID:733875,XB-GENE-991453,clpx
GeneID:100497170,XB-GENE-6044813,clrn1
GeneID:100491228,XB-GENE-6045463,clrn2
GeneID:100145086,XB-GENE-971188,clrn3
GeneID:100124314,XB-GENE-992187,clspn
GeneID:100145668,XB-GENE-6037892,clstn1
GeneID:100493355,XB-GENE-958942,clstn2
GeneID:100036725,XB-GENE-5757720,clstn3
GeneID:394591,XB-GENE-944169,clta
GeneID:496489,XB-GENE-954481,cltb
GeneID:496448,XB-GENE-984047,cltc
GeneID:100492311,XB-GENE-22064760,cltcl1
GeneID:100144643,XB-GENE-486325,cltrn
GeneID:448332,XB-GENE-5940737,clu
GeneID:549723,XB-GENE-5734279,cluap1
GeneID:780032,XB-GENE-5874446,cluh
GeneID:100495904,XB-GENE-984639,clul1
GeneID:100037913,XB-GENE-5740434,clvs1
GeneID:100496225,XB-GENE-1005080,clvs2
GeneID:549532,XB-GENE-5727529,clxn
GeneID:101731346,XB-GENE-989411,clybl
GeneID:100216283,XB-GENE-988335,cmah
GeneID:100036739,XB-GENE-5777294,cmas
GeneID:394496,XB-GENE-5806009,cmbl
GeneID:100135408,XB-GENE-971040,cmc1
GeneID:733988,XB-GENE-1016226,cmc2
GeneID:100270774,XB-GENE-5766063,cmip
GeneID:100216025,XB-GENE-988288,cmklr1
GeneID:100494814,XB-GENE-961228,cmklr2
GeneID:733534,XB-GENE-980040,cmpk1
GeneID:100493600,XB-GENE-986175,cmpk2
GeneID:549697,XB-GENE-958019,cmss1
GeneID:100127625,XB-GENE-1011270,cmtm3
GeneID:100498042,XB-GENE-983615,cmtm4
GeneID:100485941,XB-GENE-1007044,cmtm5
GeneID:548405,XB-GENE-955739,cmtm6
GeneID:548578,XB-GENE-995961,cmtm7
GeneID:100380017,XB-GENE-959266,cmtm8
GeneID:100170565,XB-GENE-970204,cmtr1
GeneID:100496665,XB-GENE-6035233,cmtr2
GeneID:101734478,XB-GENE-958339,cmya5
GeneID:100486705,XB-GENE-6046903,cnbd2
GeneID:448166,XB-GENE-919590,cnbp
GeneID:100135225,XB-GENE-969925,cndp1
GeneID:394907,XB-GENE-962326,cndp2
GeneID:496772,XB-GENE-5917931,cnep1r1
GeneID:448004,XB-GENE-5856332,cnfn.1
GeneID:100170474,XB-GENE-5915742,cnfn.2
GeneID:733751,XB-GENE-5841027,cnfn.3
GeneID:100495837,XB-GENE-22064335,cnfn.4
GeneID:100491997,XB-GENE-950954,cnga1
GeneID:100494874,XB-GENE-992758,cnga2
GeneID:100494840,XB-GENE-948568,cnga3
GeneID:100489546,XB-GENE-996762,cnga4
GeneID:100496200,XB-GENE-980342,cngb1
GeneID:100497119,XB-GENE-6035542,cngb3
GeneID:493429,XB-GENE-1004741,cnih1
GeneID:779666,XB-GENE-952875,cnih2
GeneID:100497549,XB-GENE-958010,cnih3
GeneID:394910,XB-GENE-993717,cnih4
GeneID:100144653,XB-GENE-493182,cnksr1
GeneID:100101685,XB-GENE-490704,cnksr2
GeneID:100216222,XB-GENE-5872973,cnksr3
GeneID:100037893,XB-GENE-489326,cnmd
GeneID:548513,XB-GENE-957080,cnn1
GeneID:407907,XB-GENE-1005289,cnn2
GeneID:394869,XB-GENE-951266,cnn3
GeneID:100485330,XB-GENE-989587,cnnm1
GeneID:100145459,XB-GENE-956710,cnnm2
GeneID:100494851,XB-GENE-981953,cnnm3
GeneID:100036645,XB-GENE-999369,cnnm4
GeneID:100036630,XB-GENE-1032888,cnot1
GeneID:549027,XB-GENE-5755016,cnot10
GeneID:100380053,XB-GENE-985256,cnot11
GeneID:100127821,XB-GENE-991720,cnot2
GeneID:100158546,XB-GENE-6087000,cnot3
GeneID:594959,XB-GENE-947788,cnot4
GeneID:100145505,XB-GENE-977551,cnot6l
GeneID:100124970,XB-GENE-969324,cnot7
GeneID:549332,XB-GENE-960216,cnot8
GeneID:394620,XB-GENE-1001082,cnot9
GeneID:100492391,XB-GENE-992471,cnp
GeneID:394532,XB-GENE-1001107,cnppd1
GeneID:100498406,XB-GENE-981809,cnpy1
GeneID:549005,XB-GENE-943173,cnpy2
GeneID:496984,XB-GENE-6455266,cnpy3
GeneID:100497761,XB-GENE-962201,cnr1
GeneID:100498271,XB-GENE-488004,cnr2
GeneID:100145710,XB-GENE-980472,cnrip1
GeneID:100494682,XB-GENE-998061,cnst
GeneID:100497368,XB-GENE-5867609,cntd1
GeneID:101731244,XB-GENE-6499405,cntf
GeneID:100135712,XB-GENE-923386,cntfr
GeneID:100379901,XB-GENE-953151,cntln
GeneID:100487602,XB-GENE-491714,cntn1
GeneID:100487049,XB-GENE-6070188,cntn2
GeneID:100216195,XB-GENE-492899,cntn4
GeneID:100493649,XB-GENE-953061,cntn5
GeneID:100037844,XB-GENE-963972,cntnap1
GeneID:780189,XB-GENE-956230,cntnap2
GeneID:100498435,XB-GENE-6052455,cntnap4
GeneID:101730316,XB-GENE-6031102,cntnap5
GeneID:100270771,XB-GENE-959037,cntrl
GeneID:108644450,XB-GENE-22068277,cntrob
GeneID:100492393,XB-GENE-6036209,coa1
GeneID:100135386,XB-GENE-5749774,coa3
GeneID:733917,XB-GENE-5771975,coa5
GeneID:100135157,XB-GENE-1003563,coa6
GeneID:779859,XB-GENE-6258829,coa7
GeneID:100380039,XB-GENE-974588,coa8
GeneID:100490454,XB-GENE-996485,coasy
GeneID:100216055,XB-GENE-490658,cobl
GeneID:100487213,XB-GENE-6030999,cobll1
GeneID:100497833,XB-GENE-982366,coch
GeneID:101734223,XB-GENE-22166504,coe3l
GeneID:100497164,XB-GENE-1012192,cog1
GeneID:100488973,XB-GENE-962435,cog2
GeneID:100497861,XB-GENE-855843,cog3
GeneID:100145689,XB-GENE-6085196,cog4
GeneID:100498348,XB-GENE-950363,cog5
GeneID:448289,XB-GENE-944762,cog6
GeneID:548431,XB-GENE-970837,cog7
GeneID:100495068,XB-GENE-955478,cog8
GeneID:496934,XB-GENE-6455271,coil
GeneID:105947294,XB-GENE-6468756,col10a1
GeneID:448277,XB-GENE-12564499,col11a2
GeneID:100488265,XB-GENE-876669,col11a2p1
GeneID:100495209,XB-GENE-1012295,col12a1
GeneID:100498211,XB-GENE-6462746,col13a1
GeneID:100216005,XB-GENE-990916,col14a1
GeneID:101731003,XB-GENE-6049924,col15a1
GeneID:100498062,XB-GENE-6460038,col16a1
GeneID:100490199,XB-GENE-6467921,col17a1
GeneID:394845,XB-GENE-941368,col18a1
GeneID:100488633,XB-GENE-6050958,col19a1
GeneID:496414,XB-GENE-6258379,col1a1
GeneID:780175,XB-GENE-493264,col1a2
GeneID:100497739,XB-GENE-952329,col21a1
GeneID:101730582,XB-GENE-12565046,col22a1
GeneID:780330,XB-GENE-980334,col24a1
GeneID:100170495,XB-GENE-5967539,col25a1.2
GeneID:101734784,XB-GENE-22068284,col26a1
GeneID:100490770,XB-GENE-6032747,col27a1
GeneID:100488728,XB-GENE-956674,col28a1
GeneID:394828,XB-GENE-6258353,col2a1
GeneID:100124865,XB-GENE-5864292,col3a1
GeneID:100124870,XB-GENE-6451485,col4a1
GeneID:100486079,XB-GENE-5950101,col4a2
GeneID:100492984,XB-GENE-6041869,col4a5
GeneID:100493153,XB-GENE-6034568,col4a6
GeneID:100038277,XB-GENE-5954567,col5a1
GeneID:100492754,XB-GENE-6032476,col5a2
GeneID:733808,XB-GENE-984985,col5a3
GeneID:100490352,XB-GENE-998856,col6a1
GeneID:100145523,XB-GENE-6085118,col6a2
GeneID:100488707,XB-GENE-998837,col6a3
GeneID:100486063,XB-GENE-6451494,col6a5
GeneID:100487679,XB-GENE-6051153,col6a6
GeneID:100489404,XB-GENE-22068291,col7a1
GeneID:100037917,XB-GENE-969520,col8a1
GeneID:100486732,XB-GENE-961197,col8a2
GeneID:100145133,XB-GENE-6048228,col9a1
GeneID:100036633,XB-GENE-1006524,col9a2
GeneID:100145619,XB-GENE-997413,col9a3
GeneID:105947795,XB-GENE-22068299,colca1
GeneID:496663,XB-GENE-945586,colec10
GeneID:100493760,XB-GENE-952506,colec11
GeneID:100379961,XB-GENE-984626,colec12
GeneID:100488616,XB-GENE-952955,colgalt1
GeneID:100495682,XB-GENE-951226,colgalt2
GeneID:100492824,XB-GENE-6033760,colq
GeneID:779529,XB-GENE-961919,commd1
GeneID:733903,XB-GENE-941185,commd10
GeneID:100127739,XB-GENE-955244,commd2
GeneID:100494486,XB-GENE-942203,commd3
GeneID:496531,XB-GENE-974195,commd4
GeneID:100380154,XB-GENE-952087,commd5
GeneID:549218,XB-GENE-963717,commd6
GeneID:394776,XB-GENE-6257432,commd7
GeneID:549158,XB-GENE-942437,commd8
GeneID:496905,XB-GENE-973499,commd9
GeneID:100494714,XB-GENE-994160,comp
GeneID:549111,XB-GENE-948947,comt
GeneID:549911,XB-GENE-5865481,comt.2
GeneID:548953,XB-GENE-1014311,cop1
GeneID:100158562,XB-GENE-989762,copa
GeneID:100216235,XB-GENE-975104,copb1
GeneID:613110,XB-GENE-964668,copb2
GeneID:100127627,XB-GENE-1008748,cope
GeneID:394781,XB-GENE-919993,copg1
GeneID:493381,XB-GENE-941264,copg2
GeneID:548537,XB-GENE-954196,cops2
GeneID:549992,XB-GENE-944158,cops3
GeneID:549469,XB-GENE-967024,cops4
GeneID:394714,XB-GENE-952827,cops5
GeneID:448375,XB-GENE-947827,cops6
GeneID:100496790,XB-GENE-973592,cops7b
GeneID:394711,XB-GENE-5956805,cops8
GeneID:448732,XB-GENE-6492292,cops9
GeneID:394893,XB-GENE-972713,copz1
GeneID:100379766,XB-GENE-990974,copz2
GeneID:780028,XB-GENE-5803032,coq10a
GeneID:549873,XB-GENE-5784252,coq10b
GeneID:100486844,XB-GENE-967037,coq2
GeneID:100486084,XB-GENE-985854,coq3
GeneID:548979,XB-GENE-5888837,coq4
GeneID:100495452,XB-GENE-981147,coq5
GeneID:448564,XB-GENE-945926,coq6
GeneID:548822,XB-GENE-941459,coq7
GeneID:100379679,XB-GENE-946116,coq8a
GeneID:100489004,XB-GENE-956767,coq8b
GeneID:496601,XB-GENE-948680,coq9
GeneID:100492163,XB-GENE-950958,corin
GeneID:448298,XB-GENE-6449552,coro1a
GeneID:395017,XB-GENE-981115,coro1c
GeneID:100485579,XB-GENE-492690,coro2a
GeneID:549719,XB-GENE-1014762,coro2b
GeneID:100038129,XB-GENE-493511,coro6
GeneID:100492934,XB-GENE-949602,coro7
GeneID:549295,XB-GENE-943481,cotl1
GeneID:100145039,XB-GENE-954608,cox10
GeneID:100491545,XB-GENE-6048797,cox11
GeneID:101731814,XB-GENE-12565277,cox14
GeneID:100486044,XB-GENE-989603,cox15
GeneID:100379706,XB-GENE-961352,cox16
GeneID:779703,XB-GENE-958793,cox17
GeneID:549087,XB-GENE-1008496,cox18
GeneID:100145542,XB-GENE-5737363,cox19
GeneID:100497666,XB-GENE-6041252,cox20
GeneID:549233,XB-GENE-953648,cox4i1
GeneID:549699,XB-GENE-5872512,cox4i2
GeneID:549803,XB-GENE-973617,cox5a
GeneID:549004,XB-GENE-964002,cox5b.1
GeneID:733498,XB-GENE-5920075,cox5b.2
GeneID:549297,XB-GENE-855918,cox6a1
GeneID:448222,XB-GENE-5784173,cox6a2
GeneID:448681,XB-GENE-5945264,cox6b1
GeneID:496600,XB-GENE-1001882,cox6c
GeneID:100491395,XB-GENE-6462310,cox7a1
GeneID:100125145,XB-GENE-1003868,cox7a2
GeneID:613093,XB-GENE-981642,cox7a2l
GeneID:779702,XB-GENE-998596,cox7b
GeneID:100329161,XB-GENE-965101,cox7c
GeneID:100492836,XB-GENE-853266,cp
GeneID:497006,XB-GENE-960032,cpa1
GeneID:100494117,XB-GENE-853724,cpa3
GeneID:100144967,XB-GENE-960985,cpa6
GeneID:100491045,XB-GENE-985023,cpamd8
GeneID:496994,XB-GENE-853710,cpb1
GeneID:595005,XB-GENE-969491,cpb2
GeneID:100135269,XB-GENE-1013552,cpd
GeneID:100127580,XB-GENE-952270,cpe
GeneID:550084,XB-GENE-946167,cpeb1
GeneID:100492019,XB-GENE-961735,cpeb2
GeneID:548679,XB-GENE-5716009,cpeb3
GeneID:100489114,XB-GENE-988741,cpeb4
GeneID:101731837,XB-GENE-985974,cped1
GeneID:100145666,XB-GENE-961629,cplane1
GeneID:549439,XB-GENE-5914875,cplane2
GeneID:100124828,XB-GENE-5815523,cplx1
GeneID:493222,XB-GENE-945623,cplx2
GeneID:496634,XB-GENE-978410,cplx3
GeneID:100494177,XB-GENE-920747,cplx4
GeneID:496721,XB-GENE-991713,cpm
GeneID:550020,XB-GENE-967670,cpn1
GeneID:101732575,XB-GENE-6463914,cpn2.2
GeneID:613086,XB-GENE-982405,cpne1
GeneID:100495261,XB-GENE-1011758,cpne2
GeneID:493363,XB-GENE-957131,cpne3
GeneID:100488007,XB-GENE-955656,cpne4
GeneID:100125012,XB-GENE-956274,cpne5
GeneID:100489407,XB-GENE-983652,cpne7
GeneID:100124845,XB-GENE-981291,cpne8
GeneID:100125077,XB-GENE-1010572,cpne9
GeneID:100145253,XB-GENE-989447,cpo.1
GeneID:100487462,XB-GENE-22169695,cpo.2
GeneID:100145617,XB-GENE-950297,cpox
GeneID:548896,XB-GENE-945403,cpped1
GeneID:100496510,XB-GENE-5761567,cpq
GeneID:100158506,XB-GENE-1010206,cps1
GeneID:100379854,XB-GENE-5881751,cpsf1
GeneID:100145546,XB-GENE-950595,cpsf2
GeneID:448456,XB-GENE-972322,cpsf3
GeneID:493312,XB-GENE-948302,cpsf4
GeneID:549557,XB-GENE-1005450,cpsf4l
GeneID:548671,XB-GENE-961703,cpsf6
GeneID:779717,XB-GENE-5754390,cpsf7
GeneID:100135089,XB-GENE-5770297,cpt1al
GeneID:780223,XB-GENE-5931920,cpt1b
GeneID:394801,XB-GENE-963400,cpt2
GeneID:493405,XB-GENE-974130,cptp
GeneID:549561,XB-GENE-1014879,cpvl
GeneID:100487254,XB-GENE-977808,cpxm1
GeneID:100127849,XB-GENE-990652,cpxm2
GeneID:100170588,XB-GENE-994183,cpz
GeneID:100496464,XB-GENE-962771,crabp1
GeneID:448629,XB-GENE-959098,crabp2
GeneID:100487996,XB-GENE-6040138,cracd
GeneID:100494004,XB-GENE-6468408,cracdl
GeneID:101732297,XB-GENE-6038602,cracr2a
GeneID:100036622,XB-GENE-5729710,cracr2b
GeneID:448758,XB-GENE-5852262,cradd.1
GeneID:100489885,XB-GENE-5756125,cradd.2
GeneID:100491093,XB-GENE-6042082,cramp1
GeneID:394811,XB-GENE-487012,crat
GeneID:613081,XB-GENE-996699,crata
GeneID:100493588,XB-GENE-483760,crb1
GeneID:100487355,XB-GENE-989701,crb2
GeneID:503509,XB-GENE-995124,crb3
GeneID:493554,XB-GENE-973907,crbn
GeneID:549232,XB-GENE-987451,crcp
GeneID:407934,XB-GENE-945015,creb1
GeneID:100127204,XB-GENE-959045,creb3
GeneID:100496679,XB-GENE-489943,creb3l1
GeneID:100145418,XB-GENE-996211,creb3l2
GeneID:780164,XB-GENE-5761389,creb3l4
GeneID:100498464,XB-GENE-950883,creb5
GeneID:100101677,XB-GENE-6258723,crebbp
GeneID:100038265,XB-GENE-940117,crebl2
GeneID:100490775,XB-GENE-988760,crebrf
GeneID:734028,XB-GENE-972953,creg1
GeneID:100491889,XB-GENE-1001961,creg2
GeneID:100498303,XB-GENE-982818,creld1
GeneID:100497878,XB-GENE-999014,creld2
GeneID:100492439,XB-GENE-986312,crem
GeneID:100485597,XB-GENE-994675,crh
GeneID:100489647,XB-GENE-486316,crhbp
GeneID:496451,XB-GENE-966548,crhr1.1
GeneID:100498637,XB-GENE-968267,crhr1.2
GeneID:101730324,XB-GENE-990953,crhr2
GeneID:100488895,XB-GENE-481452,crim1
GeneID:100125153,XB-GENE-953194,crip1
GeneID:780192,XB-GENE-953187,crip2
GeneID:548528,XB-GENE-5943480,crip3
GeneID:549548,XB-GENE-486540,cript
GeneID:100492430,XB-GENE-22169829,crisp1.11
GeneID:493566,XB-GENE-951048,crisp1.3
GeneID:105947480,XB-GENE-22169833,crisp1.4
GeneID:100379939,XB-GENE-5838744,crisp1.6
GeneID:394939,XB-GENE-5779195,crisp1.7
GeneID:594930,XB-GENE-5768874,crispl
GeneID:100490431,XB-GENE-989389,crispld1
GeneID:613091,XB-GENE-985953,crispld2
GeneID:448023,XB-GENE-996357,crk
GeneID:394657,XB-GENE-976114,crkl
GeneID:100495030,XB-GENE-922456,crlf1
GeneID:100485606,XB-GENE-997453,crlf3
GeneID:780303,XB-GENE-979013,crls1
GeneID:779767,XB-GENE-992563,crmp1
GeneID:549649,XB-GENE-5890911,crnkl1
GeneID:100486658,XB-GENE-996807,crocc
GeneID:733879,XB-GENE-988067,crot
GeneID:448345,XB-GENE-5780408,crp
GeneID:100494488,XB-GENE-1018603,crp.1
GeneID:496975,XB-GENE-1018584,crp.2
GeneID:548380,XB-GENE-1018612,crp.3
GeneID:100216304,XB-GENE-1018594,crp.4
GeneID:548994,XB-GENE-1014860,crppa
GeneID:779826,XB-GENE-5881785,crtac1
GeneID:101730646,XB-GENE-962112,crtam
GeneID:549401,XB-GENE-1009954,crtap
GeneID:100036611,XB-GENE-5832553,crtc1
GeneID:101733698,XB-GENE-22068304,crtc2
GeneID:496857,XB-GENE-5787077,crtc3
GeneID:548775,XB-GENE-478452,crx
GeneID:100487730,XB-GENE-5887316,cry-dash
GeneID:550065,XB-GENE-946007,cry1
GeneID:100422810,XB-GENE-984563,cry2
GeneID:100170456,XB-GENE-5945160,cry4
GeneID:100488185,XB-GENE-5940571,cryaa
GeneID:100494321,XB-GENE-971379,cryab
GeneID:100125179,XB-GENE-956128,cryba1
GeneID:100491786,XB-GENE-22062347,cryba1.2
GeneID:100496418,XB-GENE-965120,cryba2
GeneID:100125109,XB-GENE-998932,cryba4
GeneID:550022,XB-GENE-998917,crybb1
GeneID:100493744,XB-GENE-5866500,crybb2
GeneID:100493586,XB-GENE-5793396,crybb3
GeneID:100491164,XB-GENE-989534,crybg1
GeneID:779602,XB-GENE-985460,crybg2
GeneID:101733625,XB-GENE-6033525,crybg3
GeneID:100487306,XB-GENE-17346921,cryga.1
GeneID:100489851,XB-GENE-22169709,cryga.11
GeneID:108648773,XB-GENE-22169713,cryga.12
GeneID:100489057,XB-GENE-22169717,cryga.2
GeneID:100124851,XB-GENE-5957666,cryga.3
GeneID:100487618,XB-GENE-22169687,cryga.4
GeneID:100489523,XB-GENE-22169721,cryga.5
GeneID:100489684,XB-GENE-22169725,cryga.6
GeneID:100487789,XB-GENE-22169729,cryga.7
GeneID:780241,XB-GENE-5739415,crygbl.1
GeneID:100496681,XB-GENE-22169745,crygbl.2
GeneID:100496840,XB-GENE-22169749,crygbl.3
GeneID:100493646,XB-GENE-22169029,crygdl.1
GeneID:100492722,XB-GENE-22169033,crygdl.10
GeneID:100492436,XB-GENE-22168661,crygdl.11
GeneID:100492276,XB-GENE-22169037,crygdl.12
GeneID:100491777,XB-GENE-22169041,crygdl.13
GeneID:100491946,XB-GENE-22169045,crygdl.14
GeneID:100495583,XB-GENE-22169049,crygdl.15
GeneID:101734715,XB-GENE-22169053,crygdl.16
GeneID:100490955,XB-GENE-22169057,crygdl.17
GeneID:105945584,XB-GENE-22169061,crygdl.18
GeneID:100496598,XB-GENE-22169065,crygdl.19
GeneID:100493812,XB-GENE-22169069,crygdl.2
GeneID:101733886,XB-GENE-22169073,crygdl.20
GeneID:100490008,XB-GENE-22169081,crygdl.22
GeneID:100488847,XB-GENE-22169085,crygdl.23
GeneID:100488574,XB-GENE-22169089,crygdl.24
GeneID:100489433,XB-GENE-22169093,crygdl.25
GeneID:100489762,XB-GENE-22169101,crygdl.27
GeneID:101734350,XB-GENE-22169105,crygdl.28
GeneID:100490500,XB-GENE-22169109,crygdl.29
GeneID:100488212,XB-GENE-22168966,crygdl.30
GeneID:100489597,XB-GENE-22169117,crygdl.31
GeneID:100490324,XB-GENE-22169120,crygdl.32
GeneID:101733714,XB-GENE-22169124,crygdl.33
GeneID:101733492,XB-GENE-22169128,crygdl.34
GeneID:100490670,XB-GENE-22169132,crygdl.35
GeneID:100489008,XB-GENE-22169136,crygdl.36
GeneID:108648771,XB-GENE-22169140,crygdl.37
GeneID:100491628,XB-GENE-22169148,crygdl.39
GeneID:100493486,XB-GENE-22169152,crygdl.4
